Raman shift [1/cm];Intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;
2770,000;224,16052;283,66245;169,40062;45,503311;-15,241176;-1,1672643;171,19238;49,195643;185,59857;
2768,000;50,271567;189,23186;197,81629;283,90537;191,07992;38,232294;640,93924;17,223236;183,29279;
2766,000;-56,87719;266,87518;186,33034;132,30057;250,37696;79,528777;31,766604;71,052548;158,95133;
2764,000;93,33035;187,78443;177,35674;199,24676;238,93226;134,0991;183,20127;72,532806;202,35852;
2762,000;204,97513;324,46717;153,32368;167,64251;161,97096;53,999903;572,10889;-54,607227;260,13696;
2760,000;122,79257;369,95629;141,55955;198,57443;167,31623;22,075886;136,18022;76,224769;91,152496;
2758,000;47,942762;243,67761;59,651202;142,37044;174,1751;4,1158827;-248,20046;43,424149;217,00981;
2756,000;26,928103;172,96546;249,90123;173,79063;170,18658;32,713962;20,715733;91,446251;149,76705;
2754,000;-41,680561;198,45858;97,400111;196,4992;155,22811;16,199035;319,75972;141,66872;266,96461;
2752,000;47,099681;361,7786;278,76809;64,160029;163,08315;62,122854;248,86209;77,362635;155,44841;
2750,000;115,23639;301,9061;83,648546;159,48615;119,3201;86,19487;27,46962;-16,321486;193,84681;
2748,000;213,07458;94,927795;156,40864;98,010956;109,82728;52,989897;523,47015;3,6473675;164,24238;
2746,000;154,99358;183,68346;25,747075;51,531471;42,667566;116,69632;382,37647;16,268089;111,57255;
2744,000;74,673874;117,98692;36,997227;55,333128;-16,0852;-33,146896;407,76599;37,580261;153,87262;
2742,000;-30,371955;212,92356;122,43821;124,98291;73,094773;-60,474539;161,96646;-14,564961;143,55545;
2740,000;188,32634;39,478684;210,1357;58,063598;115,05326;107,33821;274,98385;76,050328;250,17372;
2738,000;135,01381;200,38661;131,73451;65,015372;144,00991;57,657882;132,92535;5,7174228;269,48847;
2736,000;36,877427;151,34089;252,80368;140,84707;74,035724;12,255411;106,73944;113,3646;93,289909;
2734,000;53,754329;102,60308;204,07461;28,23172;80,741713;-25,377487;334,55614;129,3832;199,67885;
2732,000;143,0626;202,15186;-11,43465;228,37252;127,1629;106,84503;607,76508;86,992554;92,642731;
2730,000;-20,825077;141,09139;38,054606;8,9237864;134,62865;100,70235;133,51687;105,56704;238,56849;
2728,000;67,496957;235,92677;45,835378;49,081403;121,90332;65,616299;-188,19375;98,59191;130,06366;
2726,000;-153,34212;73,99583;102,08732;-18,653832;64,176833;116,60087;518,41898;99,395031;193,32523;
2724,000;46,193826;224,90245;98,602749;160,71364;149,26702;-19,678107;579,44701;105,82959;39,091061;
2722,000;59,251916;197,54446;70,050514;110,51135;207,05583;118,98041;505,90525;171,80128;100,22992;
2720,000;134,31982;164,49775;229,50618;168,23893;209,85829;134,0121;415,24716;82,544675;155,39532;
2718,000;180,45584;261,51201;133,48187;116,9273;119,2032;89,438618;753,77007;82,264768;103,46055;
2716,000;268,81044;194,62186;145,49945;93,46479;130,5941;168,78504;504,38084;62,395446;181,04778;
2714,000;1,2126235;333,44265;163,30405;146,61276;111,87917;111,02593;803,57442;87,646822;119,25391;
2712,000;60,34897;222,8532;143,15958;14,657823;51,916748;148,29039;280,38434;110,79411;172,90883;
2710,000;14,425069;94,711541;118,52324;66,015521;55,934303;121,86815;311,42072;2,5397171;184,25463;
2708,000;139,13946;135,85138;141,55562;68,17903;121,86372;128,2345;336,00985;31,088904;185,19361;
2706,000;228,4133;76,906107;7,0685822;58,23211;112,76692;93,544603;847,46122;124,59265;104,60847;
2704,000;119,69222;154,28907;-15,530717;-19,598017;28,290566;26,161572;495,49755;-54,407133;22,378151;
2702,000;150,84147;144,29248;70,801707;73,537855;140,1008;71,113958;352,18023;49,403273;63,721557;
2700,000;24,276879;143,09938;87,041086;56,327351;153,59775;25,448651;352,10081;47,672722;-99,091605;
2698,000;44,799429;151,51113;118,75319;-5,1495206;54,33673;-23,02496;439,85567;-8,5437936;49,034142;
2696,000;54,532772;-60,87368;43,134241;91,486721;39,029586;32,206936;684,64485;103,43146;88,964447;
2694,000;33,201561;51,351921;44,877789;-29,439771;-13,957718;182,71821;609,68013;2,084288;125,17531;
2692,000;118,56111;35,260835;131,57468;21,203294;128,2391;117,27875;391,25533;-57,127699;142,13137;
2690,000;92,98517;0,65655378;90,434502;-32,573292;36,889769;98,908877;311,41292;45,941212;45,213393;
2688,000;41,871877;41,995504;51,453152;62,115182;66,623773;84,625765;439,77363;37,297124;169,85289;
2686,000;40,620895;159,29253;35,87119;73,856838;55,841672;75,097675;296,01192;161,57552;-21,520904;
2684,000;127,97867;105,31998;-15,924696;74,538244;48,352438;157,12348;136,34529;183,47449;108,56282;
2682,000;80,684604;116,0897;-6,7093836;27,788174;89,931934;94,914331;406,82761;154,42184;12,725873;
2680,000;38,415531;118,19176;5,5552447;-15,67061;84,233253;67,535883;123,5698;53,377829;40,697684;
2678,000;170,09356;81,684187;24,906099;13,373857;44,25849;72,590696;561,2106;67,520279;4,3210929;
2676,000;103,59249;27,682613;-8,3777326;30,9578;5,976439;46,376104;571,98869;157,97541;10,467411;
2674,000;-7,4070436;107,40402;44,673821;42,993428;25,567075;55,606622;379,78052;46,192848;110,63448;
2672,000;255,92061;46,496868;88,058208;96,302593;11,190808;90,365072;286,02255;28,687315;66,290089;
2670,000;42,210609;52,044435;-19,586023;-3,7693001;4,3591433;11,578063;236,31458;38,402675;117,20074;
2668,000;58,177021;39,854027;64,56114;46,811023;34,05212;6,2942471;190,31239;54,365405;7,3144576;
2666,000;117,63947;8,6426218;38,179631;8,6237206;12,164003;19,989645;434,66248;125,68624;77,425605;
2664,000;112,4309;8,313337;68,6209;-16,889878;-15,126248;53,395912;559,15893;106,98512;-55,271423;
2662,000;87,334381;-5,3842496;37,888119;26,095103;3,0806638;59,05659;410,01183;76,071036;-53,687287;
2660,000;155,35076;96,53025;-10,203092;59,544806;101,61206;-9,3962308;548,47907;62,520752;64,260642;
2658,000;46,024659;-27,846757;28,934238;3,3661277;-4,5662871;64,890027;201,26261;29,849873;17,347417;
2656,000;165,68282;46,168349;3,5498977;90,493418;25,027179;-25,701768;365,96608;9,206545;31,337619;
2654,000;68,707101;47,002906;48,458234;-52,307435;-20,291061;-17,731288;514,57065;12,505345;54,377464;
2652,000;83,722463;43,63587;66,379202;23,646977;27,61711;42,278185;342,5242;-12,442273;56,22135;
2650,000;100,32095;-0,43462833;78,25736;34,47102;95,384252;45,858028;182,53738;-39,642534;-57,851201;
2648,000;57,668969;-4,2554007;48,023224;-1,5863977;57,14448;27,320144;256,06045;84,229783;27,914826;
2646,000;71,959634;46,721673;47,963952;20,833408;-32,688707;31,52794;292,39427;16,710979;25,619759;
2644,000;68,730669;58,99622;-14,449985;-59,047042;-22,245227;48,685107;275,00409;28,625904;67,694139;
2642,000;131,11009;48,58924;15,769056;79,996859;41,023483;52,780841;364,47472;46,324406;-41,350889;
2640,000;90,415316;-45,706402;-9,2226463;-16,62029;51,663658;56,844198;177,99005;49,614747;31,021487;
2638,000;77,929314;-12,948262;27,507326;30,732644;31,752216;95,658169;181,09102;4,5729111;0,14058672;
2636,000;94,185369;81,339872;52,686445;-23,957209;50,182008;25,742829;302,01954;77,769654;53,647007;
2634,000;92,392181;-19,436657;110,49906;-37,937691;73,306805;-6,1035981;428,02617;20,927102;-11,647575;
2632,000;67,100004;26,391454;15,793518;61,864987;68,664655;52,296107;281,1299;37,518073;6,8866715;
2630,000;75,101513;81,955141;89,285597;34,77324;87,618268;4,4970747;426,3435;66,365423;53,3387;
2628,000;21,96868;46,278016;42,579368;-13,062772;69,191365;-73,1202;321,25225;55,734393;59,866509;
2626,000;71,321825;63,518636;67,888918;11,402312;-20,575522;22,090431;298,66217;74,096415;23,784462;
2624,000;80,219321;64,462766;22,971671;65,877032;-13,415934;35,781591;494,42185;13,211922;21,805459;
2622,000;85,873552;-2,2315743;56,255981;-1,1426186;-18,86668;56,516813;280,62858;13,727368;25,569244;
2620,000;215,7953;8,7913861;40,136886;96,246159;33,176279;78,611116;161,32178;53,571201;48,245326;
2618,000;172,80958;48,931443;79,33871;65,861677;24,312333;-12,063326;495,622;101,40325;23,743183;
2616,000;55,807708;47,569173;72,224485;14,574219;3,5965863;9,1212852;224,99338;5,4963266;77,348232;
2614,000;44,605744;46,988569;101,06606;92,221636;104,42651;13,292395;295,93811;95,046126;-14,737364;
2612,000;98,263165;78,935153;47,697392;46,771004;79,906317;-19,173714;437,70441;0,61968707;86,414801;
2610,000;61,12753;82,688251;80,663236;92,524847;40,922407;77,979025;535,02634;106,26477;4,0894928;
2608,000;22,366016;39,36244;59,137651;93,320858;101,10091;26,819801;147,74419;44,343306;44,050975;
2606,000;84,383932;82,544294;64,65616;89,35676;58,88041;21,965231;638,69991;87,932649;24,505852;
2604,000;50,100517;32,759297;123,79884;55,596327;-2,8899641;35,943749;336,51962;117,77598;-16,062099;
2602,000;56,994829;122,99918;83,303227;66,806507;95,482646;33,995784;353,17345;25,909522;89,859115;
2600,000;-22,15613;41,063419;45,783138;69,559054;59,785883;6,6854487;354,88449;8,7229381;111,23226;
2598,000;187,64313;66,883324;83,355892;37,131544;12,242155;45,744775;312,75068;39,383507;72,855747;
2596,000;94,535749;47,372617;98,926513;40,630694;36,532293;88,555528;87,036281;73,354478;57,979369;
2594,000;124,30474;67,250226;111,25223;21,955104;78,177501;42,474648;179,45518;66,292365;49,368472;
2592,000;104,30563;101,30258;87,083113;77,598363;84,04199;17,519242;107,4893;88,42215;9,0686045;
2590,000;131,5588;147,22764;66,044067;115,71738;112,31528;35,782;393,9014;68,953298;48,620575;
2588,000;62,49855;94,841806;81,559822;96,253118;139,04338;-10,326179;201,04303;40,341584;137,24779;
2586,000;136,98119;122,99634;91,406942;116,86555;198,04136;83,624927;366,30159;32,376915;76,211134;
2584,000;132,92978;34,134101;69,047662;27,404064;68,165776;36,058257;511,59381;14,125469;55,040329;
2582,000;93,877743;98,799733;60,759078;75,68002;56,476913;37,265474;478,77838;30,55859;116,66623;
2580,000;123,80173;63,321377;61,948431;85,401777;47,729623;26,78622;751,34514;32,370855;89,677234;
2578,000;89,282733;125,44742;21,591753;82,723469;130,36154;58,984219;256,68281;52,29402;103,67446;
2576,000;202,59744;172,88948;71,719967;66,89387;43,653535;92,755537;418,03615;15,65327;90,089662;
2574,000;52,903176;111,89674;78,866234;70,872453;55,474344;13,078731;544,08222;57,494417;138,02229;
2572,000;172,29092;183,11263;33,081834;129,54721;7,1413559;66,560962;542,55518;-7,641529;32,105296;
2570,000;175,93619;165,32124;117,68247;25,58717;56,484085;106,39666;129,54843;16,358667;59,24877;
2568,000;83,375824;167,7801;69,30749;108,50547;58,901534;104,11429;588,07213;69,766434;28,91544;
2566,000;150,23399;84,961507;80,02034;37,70415;55,108346;-4,4970201;533,03188;133,95324;112,85672;
2564,000;156,52802;109,09631;48,174447;70,37642;61,374365;47,997279;411,66155;41,690664;113,64285;
2562,000;101,02436;44,10932;-4,5489392;10,1247;13,125296;10,13714;459,3167;97,690698;77,687785;
2560,000;62,395044;107,27466;53,217697;63,438619;35,442468;85,19203;629,63417;96,162859;56,390765;
2558,000;79,496454;46,315182;57,927806;31,93757;46,008026;81,495063;305,85343;78,371973;61,668632;
2556,000;66,541008;88,266367;61,223007;55,295485;92,43445;37,15796;498,87876;59,961525;58,65183;
2554,000;147,04129;76,17642;24,037486;23,801104;125,86246;186,64529;283,41573;-8,5877314;-15,191257;
2552,000;151,07374;104,26748;66,63465;53,543589;24,609369;24,89562;326,52424;51,276004;117,38896;
2550,000;105,97516;111,72335;12,67081;47,3907;73,539263;65,129144;414,4157;54,026908;46,372429;
2548,000;79,520987;122,21029;83,194159;66,173026;67,90768;49,171518;386,28081;94,520992;61,76598;
2546,000;250,07946;113,60248;63,206259;55,628711;4,0189357;-7,9531173;405,67895;47,932348;67,819766;
2544,000;181,03097;50,525136;24,770649;81,210421;44,430644;56,387826;328,7899;71,361473;128,65039;
2542,000;135,30135;127,90899;90,237513;41,212066;35,208233;59,733992;564,84963;37,836659;70,884135;
2540,000;97,943099;109,73404;72,081928;65,959418;97,045697;59,107941;409,04953;111,70051;46,247113;
2538,000;196,78641;126,77163;87,175119;77,556336;61,600372;84,84613;609,49557;49,894927;14,389972;
2536,000;150,33055;98,827703;60,857298;34,439146;50,39854;77,207297;469,10347;67,523021;18,431919;
2534,000;80,653756;66,369716;54,797736;33,296158;9,5041965;43,014591;440,11906;68,029435;60,865687;
2532,000;113,55133;92,552662;18,318472;63,390664;49,957543;66,605727;357,56585;47,552973;20,66556;
2530,000;160,95375;73,950728;149,0418;75,876394;58,272481;94,7385;358,81563;46,641912;95,51486;
2528,000;176,93354;91,982987;66,91914;81,560692;90,704388;30,649223;640,54979;24,087911;102,98004;
2526,000;129,41026;149,76807;68,372432;81,722356;94,881921;39,985652;539,70227;65,685021;23,21443;
2524,000;136,76772;120,05482;37,189222;79,037238;78,430642;41,452375;518,8867;94,187887;-2,6994388;
2522,000;113,88418;65,897073;75,221301;52,309698;22,518333;24,545342;315,17964;9,6948985;141,06693;
2520,000;185,61103;131,29753;52,851801;52,404176;66,351301;63,830384;289,68423;39,019455;88,508014;
2518,000;218,35385;119,18125;80,346596;43,7912;64,829838;37,870888;710,056;28,901148;56,776377;
2516,000;161,94039;72,866326;125,30632;27,729306;69,734267;61,350451;564,58266;42,914839;0,18077635;
2514,000;131,9282;98,346524;5,5433292;55,579731;51,439941;94,725685;560,12863;26,798215;3,5982817;
2512,000;132,98078;84,485503;55,25862;28,654257;31,333584;81,025108;553,51238;30,610725;12,463115;
2510,000;106,88095;30,322092;68,827515;103,36184;39,162674;25,567449;398,50607;15,3515;86,056243;
2508,000;215,44678;69,047659;11,53897;51,743522;15,600491;54,160791;743,64962;87,758269;100,47739;
2506,000;100,29432;84,578892;61,558019;60,224508;79,796226;70,710471;655,25956;0,74511528;67,523423;
2504,000;177,92224;44,116783;84,199652;32,377848;86,136588;43,612211;751,26846;66,757247;4,190266;
2502,000;173,99686;68,006257;83,819739;37,89852;109,50505;65,490955;633,48584;46,483057;63,32092;
2500,000;159,28527;137,76148;97,846142;63,708036;132,80309;60,842281;765,73218;81,299965;117,63506;
2498,000;182,51886;132,91439;63,824524;69,3593;13,898016;137,45028;664,26254;24,917542;61,899519;
2496,000;278,20897;119,69602;70,266892;52,862473;101,44184;84,804517;747,09703;32,142403;41,735994;
2494,000;201,08705;30,750289;98,051932;68,913313;47,2868;74,439107;561,54172;22,087804;96,641371;
2492,000;233,71306;68,652418;64,268486;102,03617;49,343431;52,271467;619,20543;40,78497;51,619557;
2490,000;192,23346;74,921158;69,381369;100,34893;87,641584;39,003837;475,97157;61,242173;58,796434;
2488,000;230,81789;75,647431;45,127033;71,760091;61,694543;45,724782;609,18436;43,440241;43,668928;
2486,000;160,23222;51,761548;-15,791474;39,266365;62,756191;44,003548;525,56573;31,571854;57,975746;
2484,000;136,77325;61,109992;68,347482;43,033081;110,14398;84,533738;560,94061;45,94101;35,564598;
2482,000;189,93635;53,188991;44,884437;90,28402;53,884637;74,999825;389,31857;22,295036;137,55393;
2480,000;186,54304;99,002223;117,51797;88,4593;43,884803;50,083165;652,89859;52,475636;23,862561;
2478,000;246,25545;113,40183;62,241176;89,66702;3,3485991;61,200409;686,05066;15,338015;100,39146;
2476,000;210,31417;136,0527;66,084671;117,43925;102,98549;73,448535;732,38984;10,776393;84,56925;
2474,000;223,54572;107,77671;89,554932;113,2786;99,961413;44,087942;701,79381;41,740893;63,728071;
2472,000;168,42158;172,24023;94,706976;47,287468;78,870857;46,63232;512,15925;68,598534;116,65319;
2470,000;211,52811;109,25695;60,735259;25,445005;110,66739;31,601689;446,81902;29,880471;76,247478;
2468,000;220,37216;114,7199;74,631784;-19,318047;94,976693;9,3447801;595,70439;60,964208;96,220683;
2466,000;171,56328;94,96709;78,104687;82,167072;64,81255;20,258914;527,16761;22,185151;48,607439;
2464,000;191,22371;47,398813;97,881934;102,209;76,303365;78,549417;436,22302;87,333377;85,864;
2462,000;98,630973;108,8625;77,650713;94,289759;49,025572;57,281981;661,97151;68,276289;103,97274;
2460,000;148,56056;117,42711;59,33754;36,883136;84,099861;14,562697;569,4909;49,208484;59,310615;
2458,000;152,74199;106,63772;49,481118;64,022897;26,629932;14,234424;478,91061;47,996216;92,377425;
2456,000;135,88241;79,615573;56,833299;70,721329;18,008335;26,021237;695,80929;76,640829;66,96069;
2454,000;238,28045;86,323432;83,896675;21,466149;70,217323;50,814554;480,77514;93,684929;46,968455;
2452,000;177,29885;95,40128;83,14793;45,140279;95,091314;121,73333;393,09012;26,182674;102,00679;
2450,000;182,5254;65,432422;74,65248;43,757254;24,076318;75,477039;563,62041;16,696597;95,273265;
2448,000;211,72937;111,20251;66,359432;98,707326;76,918202;56,873627;379,22828;33,464281;95,319392;
2446,000;117,40469;52,734278;36,164363;51,56114;83,968209;69,548642;318,4369;-9,5927476;96,638298;
2444,000;177,22141;139,99255;59,941943;68,289995;91,003581;78,463464;446,68868;-14,22432;11,688605;
2442,000;127,45633;106,37997;93,755212;103,29173;71,929218;43,867347;571,15903;71,880626;122,39261;
2440,000;191,858;152,06147;65,241043;60,141198;37,750499;67,444926;453,45211;32,014523;51,605262;
2438,000;161,76654;103,15981;64,795253;64,891153;49,965942;-1,0267136;625,89531;89,287565;22,291072;
2436,000;70,827865;100,15313;40,328766;81,602402;64,775703;85,460306;568,1195;21,881294;79,602088;
2434,000;114,96757;54,145566;39,841664;60,484949;94,682507;30,053778;577,05567;21,469223;30,300751;
2432,000;180,47482;32,5644;23,398513;55,664597;55,663914;-10,116032;364,07684;24,889145;22,752389;
2430,000;184,00119;3,8738161;32,066632;52,501716;73,990224;24,81036;278,18862;49,446743;21,023009;
2428,000;119,25302;76,464697;67,921271;31,12934;29,173279;38,963867;413,21862;30,654722;95,618944;
2426,000;49,218168;55,53679;32,765724;23,285327;100,12959;27,143875;306,24333;52,745723;47,863323;
2424,000;192,70586;131,43112;50,792317;-1,9679968;44,049353;52,658585;458,01645;34,514715;-3,8711999;
2422,000;213,2267;124,59866;15,526894;69,268739;79,136874;39,788698;367,10099;7,7400272;93,004529;
2420,000;147,44394;82,706694;20,784929;51,611694;44,337119;16,994432;255,51075;27,372012;45,726614;
2418,000;227,84953;73,746652;23,717236;3,8211712;33,359263;21,46169;583,99404;-0,76037711;48,233767;
2416,000;236,11136;65,785963;58,314837;43,008248;57,132181;58,877763;398,63897;61,795269;31,715113;
2414,000;75,622039;65,966668;46,857874;38,671065;55,326183;18,625751;369,48809;43,473722;130,52007;
2412,000;144,0489;68,603659;14,448589;49,727801;67,307021;50,7479;595,09928;32,556115;25,660194;
2410,000;153,88147;95,483312;83,83913;57,251151;44,289963;89,434512;663,17386;16,640925;82,934019;
2408,000;188,62215;49,887016;100,59201;48,15989;-23,395553;76,623669;316,67093;12,747897;73,637199;
2406,000;104,50845;56,662194;105,71505;49,466062;53,483398;9,7802832;592,33252;27,810237;83,855657;
2404,000;124,31399;66,522449;61,172164;64,477941;42,014986;65,503576;848,23444;70,988408;48,635882;
2402,000;207,1886;65,510155;18,369456;48,806032;78,028328;56,708763;619,14467;52,508249;74,085349;
2400,000;200,18354;76,496365;73,503327;60,544855;60,182122;44,901087;637,81532;47,296069;58,710084;
2398,000;186,09511;72,458901;97,373314;58,239691;48,925157;5,725724;515,94203;-34,146622;33,694809;
2396,000;112,61197;72,482579;34,456581;45,910382;24,637728;17,086241;870,2682;-4,0713746;-26,539327;
2394,000;103,75936;59,756449;62,944299;54,45568;74,079026;43,653371;442,43093;-9,3439006;30,512095;
2392,000;157,78958;148,16378;62,615737;69,340848;56,005574;104,79918;333,74606;20,950262;11,962855;
2390,000;187,57894;72,595858;81,289606;38,641384;60,050953;68,573855;559,00465;28,875692;69,242998;
2388,000;197,8489;53,602943;0,3435807;28,055074;17,72086;27,091171;457,08617;-18,147552;89,438953;
2386,000;152,30834;69,532214;31,915715;4,4358737;67,073067;5,3493284;418,08827;-3,7906351;-6,2737756;
2384,000;93,190263;24,752836;78,404132;-3,999369;44,225182;49,764057;347,35049;31,717957;69,829169;
2382,000;144,9686;66,716471;41,007814;58,312945;33,101213;7,9478935;289,29654;15,959089;55,503588;
2380,000;123,38466;76,926164;34,903799;83,188022;66,11966;-26,576705;402,66419;18,786579;26,18524;
2378,000;119,34525;57,520614;78,039667;50,120574;35,915713;48,101272;595,55537;18,877172;32,771151;
2376,000;181,06725;49,697605;27,521577;45,054267;98,453537;61,087173;444,564;58,60678;70,508376;
2374,000;164,17713;87,75186;93,079794;81,176498;84,489622;39,810814;287,10677;14,322745;86,635844;
2372,000;90,313635;92,519564;39,647598;108,22291;78,094186;29,856688;248,20749;66,859752;60,825061;
2370,000;146,65413;58,151923;96,704167;51,699842;50,498404;39,59089;436,04562;65,100817;80,94625;
2368,000;134,41062;66,212727;43,939705;32,83931;41,160054;50,342357;421,62883;-8,0301781;83,113867;
2366,000;205,51015;45,191186;69,396853;31,694235;85,405188;32,69538;511,28795;36,966283;15,307464;
2364,000;147,96448;83,419006;63,872329;45,48138;59,630584;-4,5487371;519,57175;76,730519;75,543134;
2362,000;220,01317;71,118263;80,407991;75,578797;42,884001;34,507759;429,83274;50,868025;67,548978;
2360,000;110,311;26,918349;87,95363;52,364484;69,372664;20,187007;493,69099;36,110333;83,439319;
2358,000;26,904862;11,773707;19,877192;22,098608;84,042284;-23,571264;243,41541;-39,228589;29,759735;
2356,000;89,538543;27,327206;65,171765;36,065203;55,018132;34,477001;246,4381;5,8059476;24,82398;
2354,000;168,6652;2,5171467;52,325462;27,598315;64,689546;57,441686;291,38405;1,2946104;37,029672;
2352,000;185,70928;51,509303;35,701164;75,514263;42,321426;48,02038;460,88218;66,737829;-23,739646;
2350,000;175,11694;82,361854;22,102043;9,1829098;39,572789;69,904552;281,70687;15,658529;52,412208;
2348,000;33,452784;30,443527;14,610135;64,398143;48,418118;71,384797;202,17146;2,3345788;5,0437347;
2346,000;163,45621;31,374052;47,221822;76,87387;-23,499031;22,768566;216,93341;60,425536;23,527437;
2344,000;165,9029;33,82102;-21,314532;74,365648;33,001954;10,749866;561,35493;18,700213;9,6073891;
2342,000;94,108513;46,689391;-1,6490506;57,721625;1,9155322;-10,241257;180,12379;-0,99251697;-2,1282919;
2340,000;42,997265;93,185069;28,917716;26,716193;37,870527;-5,2467252;232,83283;67,930697;19,072463;
2338,000;87,637281;54,483875;53,630336;26,612176;37,084917;15,851025;344,33715;61,002865;17,073535;
2336,000;103,52945;43,137734;46,294232;56,042156;50,155032;25,858607;264,59878;6,2051605;61,095291;
2334,000;93,628211;35,666619;61,063447;18,331743;-21,87839;71,009687;273,75037;47,631713;18,806474;
2332,000;121,74332;36,600942;52,193818;52,786643;40,185424;80,164209;91,371705;18,754747;88,58143;
2330,000;109,28584;29,895484;28,41419;75,035984;27,177055;74,31334;258,38655;15,102366;70,248088;
2328,000;104,66491;69,90927;86,013834;19,414542;-23,558723;3,7048989;80,643578;-13,90885;98,081765;
2326,000;218,39996;23,670841;43,053262;46,747874;37,374466;68,294468;148,41274;48,963971;37,235285;
2324,000;162,13132;61,844778;37,186158;50,464476;56,539573;14,357792;149,65474;32,551214;26,612989;
2322,000;13,38658;18,443408;47,288749;41,704997;64,783665;-16,008025;127,93604;25,74358;27,554456;
2320,000;162,59285;21,501803;69,135225;33,922767;18,843254;39,381602;224,21408;53,635854;43,145197;
2318,000;185,39199;57,492961;6,391453;32,016448;-20,072318;36,758565;-53,711358;15,222787;39,076947;
2316,000;91,477487;52,893871;47,517452;28,179565;5,8384873;34,378837;37,734742;55,100655;20,736606;
2314,000;15,117241;-1,6414715;10,185732;73,620263;16,307707;23,729886;221,13666;34,416472;23,436008;
2312,000;82,607048;-19,454215;12,589642;47,755036;35,727916;90,550603;-43,197796;22,479721;-31,693905;
2310,000;33,843869;43,651854;16,434706;13,268381;33,244237;85,297833;-23,398312;20,979681;66,482167;
2308,000;117,87943;84,585237;1,6050723;15,822965;8,8941045;-10,478673;53,540515;-31,925401;56,547092;
2306,000;34,600406;22,113715;10,689378;27,639806;6,0280554;-18,045245;160,2862;46,532806;21,367134;
2304,000;122,13965;41,454554;24,89744;35,847919;20,216723;8,8160948;-48,569323;9,5374652;11,530832;
2302,000;128,34522;10,551146;75,270243;24,224137;-8,0298723;58,767216;325,42669;-28,828868;28,020951;
2300,000;125,77816;39,02948;31,457048;78,285752;-27,551487;-6,0226291;69,60304;4,5866907;15,516187;
2298,000;125,97141;56,189173;-16,638512;30,854797;25,824067;17,398447;151,17715;-18,142111;20,816923;
2296,000;66,180321;74,073976;11,021098;48,558984;40,701781;60,50581;128,9298;53,219495;70,071486;
2294,000;127,53997;-36,771499;51,808053;-20,247511;88,205559;38,497451;72,218065;6,2051154;-24,764323;
2292,000;181,71204;19,069061;26,836228;12,463583;36,286383;-23,777229;77,349309;53,622322;36,946729;
2290,000;84,250551;-2,1204546;5,8066698;28,135926;3,7604521;38,617543;88,348112;33,811597;-4,5127226;
2288,000;42,073098;24,098277;38,661218;11,697131;33,958703;94,142785;63,347483;23,676049;42,706097;
2286,000;75,572548;18,898199;24,515771;30,155325;-6,6601622;38,947165;-16,741582;50,515878;61,075046;
2284,000;135,84281;20,305994;7,2518882;26,537871;37,140557;27,824994;151,929;-12,526138;3,7595362;
2282,000;7,9958966;51,106234;25,04744;62,111986;65,255674;50,048968;143,988;20,658384;60,81101;
2280,000;-8,0552583;7,4912929;38,906765;-8,9917992;20,509967;26,029115;157,47544;35,41287;9,4460279;
2278,000;-75,484877;33,864178;72,721852;-31,787619;-15,011992;-29,315181;35,5251;25,453089;60,683441;
2276,000;47,361114;48,501547;6,57993;13,415253;-31,36555;54,138656;188,54636;32,006139;49,732497;
2274,000;27,428584;44,741516;45,93534;20,030154;19,015832;51,15234;-16,435811;8,3092392;35,414685;
2272,000;113,97985;25,753106;65,337509;6,8549671;47,295637;-62,612959;124,75431;50,257877;33,981;
2270,000;2,6071101;43,537037;41,599294;8,1974247;41,750747;6,4556344;80,738657;61,687141;38,679937;
2268,000;97,721569;-20,653653;49,056408;27,170101;20,103357;15,535418;77,693661;3,6040057;10,083707;
2266,000;117,2307;-13,822631;20,066867;30,036029;53,595823;28,392741;35,580963;5,1798829;31,584036;
2264,000;99,590035;34,061913;19,962422;55,995012;5,2143806;11,75223;47,686137;46,098392;5,5221857;
2262,000;105,2769;53,436378;30,001771;36,92954;45,899924;18,058557;61,012674;68,986233;20,70343;
2260,000;144,33718;29,379313;17,005257;41,023864;40,9659;53,427917;65,794794;26,531816;51,832415;
2258,000;45,321028;23,890015;7,1381157;6,909697;29,321105;6,4528996;-47,413307;36,776602;12,182224;
2256,000;23,303955;64,441316;33,249733;35,331883;17,167124;28,293212;94,210341;40,804746;52,325133;
2254,000;110,1244;-3,0944948;47,068657;7,8812398;52,024175;28,761532;132,11187;21,84346;9,87179;
2252,000;108,06429;-6,5079885;30,691053;11,403689;53,547868;49,754555;205,43891;30,802236;-2,1494581;
2250,000;35,80432;17,544645;34,535143;4,6550451;-12,360873;14,553631;71,800081;-1,2470297;-18,346858;
2248,000;74,514149;11,872546;20,105959;9,8286654;68,423302;19,847337;26,142797;3,4310173;44,996526;
2246,000;106,20539;-10,42117;4,5189514;35,722405;29,32611;38,825394;220,43362;-1,7491469;-5,7163464;
2244,000;139,94055;41,125325;28,215872;17,20676;33,266289;24,26878;210,89275;10,733687;-19,127919;
2242,000;94,327818;-15,522889;45,213012;4,5479068;51,978777;31,468572;78,573488;7,5612587;54,190659;
2240,000;134,84545;21,225629;69,837586;43,948487;41,777511;25,553511;210,84831;37,286521;36,220838;
2238,000;114,49796;49,356219;33,865762;45,606207;26,839901;62,705369;238,8693;2,2871625;36,576059;
