488.36816	5357
489.90134	5393
491.43408	5324
492.96649	5248
494.49762	5292
496.02829	5253
497.55865	5227
499.08859	5153
500.61722	5193
502.14548	5062
503.6734	5063
505.2009	5022
506.72711	4942
508.25293	4843
509.7775	4735
511.30255	4773
512.82635	4706
514.34967	4673
515.87183	4591
517.39355	4562
518.91492	4621
520.43585	4575
521.95648	4436
523.47571	4388
524.99469	4404
526.51233	4431
528.0296	4265
529.54645	4192
531.06299	4261
532.57819	4192
534.09393	4177
535.6084	4163
537.12158	4272
538.6344	4236
540.14685	4368
541.65887	4330
543.17059	4478
544.68097	4663
546.19098	4692
547.69977	4950
549.20898	5061
550.71698	5245
552.22461	5372
553.73096	5271
555.23694	5343
556.74255	5216
558.2478	5148
559.75177	5059
561.25531	4997
562.75854	4867
564.26135	4749
565.76288	4705
567.26416	4792
568.76495	4563
570.26447	4699
571.76361	4650
573.26251	4611
574.76093	4670
576.25806	4705
577.75488	4755
579.25134	4832
580.74646	4995
582.24127	5246
583.73566	5512
585.22974	5760
586.72253	6131
588.21497	6450
589.70697	6788
591.19775	7030
592.68915	7258
594.17828	7534
595.66797	7680
597.15637	7774
598.64447	7804
600.13214	7694
601.61945	7632
603.10553	7527
604.59125	7060
606.0766	6732
607.56067	6546
609.04443	6335
610.52777	6434
612.00989	6841
613.49249	7697
614.97388	8376
616.45398	8860
617.93457	8549
619.414	7867
620.89307	7088
622.37079	6234
623.84912	5701
625.32611	5579
626.80194	5705
628.27826	5943
629.75336	6590
631.22803	7727
632.70245	9363
634.17554	11085
635.64832	12258
637.12067	12463
638.5918	11778
640.06256	10346
641.53302	8895
643.00305	7858
644.47186	6911
645.94031	6403
647.40845	6064
648.87616	5915
650.34265	5716
651.80878	5609
653.2746	5600
654.73907	5636
656.20331	5459
657.66711	5447
659.12964	5484
660.59283	5520
662.05469	5554
663.51532	5800
664.97644	5878
666.4364	6065
667.89594	6049
669.35431	6086
670.81317	5946
672.27081	5628
673.72711	5484
675.18408	5261
676.63977	5084
678.09509	4959
679.55005	4942
681.00378	4869
682.45715	4847
683.91022	4665
685.36206	4577
686.81348	4441
688.26459	4414
689.71533	4415
691.16486	4296
692.61487	4318
694.06281	4299
695.51129	4209
696.95856	4177
698.40546	4168
699.85193	4103
701.2973	4020
702.74225	3952
704.18683	3896
705.63116	3768
707.07416	3845
708.51685	3990
709.95917	3975
711.40033	3922
712.84106	3742
714.28156	3643
715.72162	3560
717.1604	3522
718.59894	3552
720.03717	3625
721.47406	3768
722.91071	3867
724.34692	3979
725.78278	4095
727.21753	4252
728.65186	4377
730.08588	4781
731.51953	5123
732.95197	5339
734.38403	5295
735.81494	5094
737.24634	4843
738.67657	4416
740.10638	4081
741.53503	3839
742.96332	3713
744.3913	3540
745.81885	3509
747.24615	3466
748.67218	3558
750.09705	3592
751.52246	3716
752.94666	3803
754.37042	3792
755.79395	3868
757.21613	3967
758.63898	4016
760.06055	4188
761.48096	4330
762.901	4681
764.32074	5143
765.74011	6168
767.15912	7577
768.5769	9415
769.99445	10997
771.41077	11880
772.82751	11712
774.2431	10658
775.65839	9140
777.07245	7734
778.48621	6617
779.8996	5744
781.31268	4973
782.72461	4512
784.13605	4174
785.5473	4004
786.95819	3991
788.3678	4004
789.7771	4103
791.1861	4233
792.59387	4612
794.00134	4819
795.40845	5357
796.81519	5834
798.22083	6421
799.6261	7247
801.03101	8014
802.43475	9036
803.8382	10026
805.24121	10912
806.64392	11561
808.04553	12096
809.44672	12830
810.84753	13315
812.24731	13776
813.64746	14591
815.04651	15444
816.44434	15876
817.84271	16221
819.23993	16159
820.63586	15817
822.03235	15102
823.42767	14573
824.82269	13866
826.21741	13461
827.61084	12996
829.00403	12664
830.39685	12438
831.78937	12181
833.18066	11960
834.57172	11617
