Raman shift [1/cm];Intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;
3236,000;0,0097642481;0,067294118;0,00070671325;0,14626913;0,058420528;0,44258657;0,0071591977;0,24236639;0,14947686;
3234,000;0,030687132;0,034351999;0,064940926;0,13366473;0,09260106;0,38630762;0,012978144;0,26314701;0,028250216;
3232,000;0,0023489033;0,024989053;0,035694004;-0,010634371;0,039234399;0,28966683;0,0075747125;0,24179832;0,14110878;
3230,000;0,020874397;0,073321233;-0,014044538;0,12444012;-0,0061345726;0,22416765;0,01678057;0,1394674;0,079089123;
3228,000;0,043635576;0,048536624;0,047165032;0,078446187;0,073410071;0,23170012;0,008047477;0,58263605;0,048301215;
3226,000;0,034881227;0,026928615;0,023375472;0,084115087;-0,025959615;0,13121526;0,028356766;0,41722577;0,10240919;
3224,000;0,0049011874;0,038347529;0,012698142;0,17360499;0,048701155;0,28225355;0,015736339;-0,27878047;0,029322151;
3222,000;0,05037391;0,056526224;0,052053102;0,034845008;0,013068322;0,38598113;0,033359942;0,19616335;0,12151099;
3220,000;0,038442418;0,024779031;0,02726683;0,011684127;0,036897378;0,45840007;0,043189186;0,080024286;0,084112256;
3218,000;0,013317065;0,024750153;0,088887725;0,031304481;0,020200943;0,55771079;0,025195716;0,50419874;0,079374645;
3216,000;0,029607102;0,017018781;0,054325229;0,050338003;0,093157847;0,33294163;0,039278134;0,11617393;0,074559723;
3214,000;0,049410249;0,0039870396;-0,030003791;0,072540408;0,054927456;-0,13195014;0,017796287;0,29222876;0,07117845;
3212,000;0,033968478;0,048283156;0,046606213;-0,010347956;0,036987568;0,36392176;0,015152857;0,01787818;0,049845182;
3210,000;0,014684626;0,054042642;0,055294619;0,027202108;0,071562697;0,33332302;0,033410107;-0,088373687;0,10411655;
3208,000;0,036757557;0,089589252;-0,040819541;0,11542566;0,0703163;0,057699345;0,019805935;-0,33882852;-0,0026321718;
3206,000;0,01605747;-0,0010273766;0,005468547;0,072981888;0,020092661;0,22846373;0,059979647;0,34204688;0,060787942;
3204,000;0,027834184;-0,019286146;0,039959529;0,07201097;0,065340287;0,425908;0,028669539;0,26219116;0,023090601;
3202,000;0,012288266;0,005132879;0,10524711;-0,0412197;0,00084177121;0,54148476;0,0053715985;0,59523266;0,066686917;
3200,000;0,015691141;0,119663;0,061409038;0,0076337908;0,0036625248;0,25260181;0,031501594;0,44264683;0,013415448;
3198,000;0,041774327;0,022903664;0,016157384;0,16217064;0,031161413;0,16952839;0,027963608;0,73312119;0,10345284;
3196,000;0,034495554;0,046291133;0,07773588;0,059516306;0,054078378;0,49926196;0,03894301;0,45241437;0,10911972;
3194,000;0,0058953694;0,03576141;0,011119494;0,055657944;0,031061207;0,34300253;0,018581448;-0,22380878;0,10324377;
3192,000;0,021236312;0,011669084;-0,024301361;0,086787603;0,037439903;0,31385827;0,0028944089;0,26329768;0,046922703;
3190,000;0,027255632;0,089863916;0,06405467;0,063077147;0,019324971;0,013653725;-0,0049965646;0,2178291;0,047705946;
3188,000;0,034288378;0,036384807;0,050141563;0,033000697;-0,04092925;-0,032257095;0,04497247;0,048152095;-0,052634058;
3186,000;0,029959104;0,06404879;0,0079873892;0,010528498;0,011100342;-0,16127856;0,01663423;0,34826491;-0,046909027;
3184,000;0,0090202261;0,032396623;-0,0041362119;0,19916174;-0,013780856;-0,078044858;0,034003054;-0,085227683;0,019354713;
3182,000;0,0097979873;0,10189833;0,012878386;-0,0057802703;0,024149225;0,2577867;0,039117071;0,20312033;0,09742038;
3180,000;0,079140319;0,069213331;0,012134492;0,15931527;0,035869539;0,37319407;0,0098745525;0,065499594;0,070990713;
3178,000;0,063575069;0,010146354;-0,028951016;0,0011011735;0,032203523;0,18261058;0,050394639;0,24756317;-0,0053212992;
3176,000;0,015254044;0,082618236;0,016761806;0,0048838453;-0,033536914;0,35946296;0,027851751;0,42330008;0,024827227;
3174,000;0,005358726;-0,0068794366;0,034361934;0,14054214;0,019720264;-0,021699486;0,023991712;-0,10663534;0,043855471;
3172,000;0,047845945;-0,072510345;0,040161599;0,090699443;0,068152011;0,075516562;0,0028865225;0,25052389;0,079641105;
3170,000;0,016208741;0,066362947;-0,022919711;-0,018179418;0,036721142;0,2683186;0,012492333;0,053495522;0,10392328;
3168,000;0,045433692;-0,005911273;-0,036696385;0,075329271;0,030187278;-0,20404517;0,0083628897;0,34371173;0,029157569;
3166,000;0,017070584;0,018643042;0,04608654;0,092316883;0,076145384;-0,093675727;0,017136892;0,13648105;0,060085216;
3164,000;-0,017748965;0,037551803;0,055903914;0,14147818;-0,00037106288;0,25771524;0,015148771;0,11479802;0,0029290798;
3162,000;0,0021516122;0,020403991;0,12764743;0,094354875;0,041604326;0,14396635;0,044273896;-0,037257103;0,034650739;
3160,000;0,04301386;0,10583528;0,022925825;0,058061629;0,035933511;0,55389789;0,023915982;0,27012651;0,09087894;
3158,000;0,04957303;0,090174926;-0,030479756;0,0050611797;0,073334813;0,16595811;0,048561445;0,019970656;-0,036812549;
3156,000;-0,0076403616;0,048939921;0,03349059;0,064887999;0,0036405731;0,33936496;0,0067527248;0,17190379;0,086642362;
3154,000;0,020717987;0,053681187;0,012679913;0,11103146;0,030790461;0,083489147;0,013719953;-0,28657213;0,023490802;
3152,000;0,051023647;0,064264538;0,050269161;0,14718532;0,017558838;0,35321365;0,013381095;0,19150077;-0,022880536;
3150,000;0,047086442;0,074004296;0,03133889;0,13089804;0,043858078;0,19138626;0,016020347;0,052015617;0,069452026;
3148,000;0,012782944;-0,010297875;0,069734748;0,05373396;0,055808705;0,10137855;0,010467183;0,0096391581;0,014298856;
3146,000;0,052823079;0,022178362;-0,017114571;0,01282073;-0,010791678;-0,061023846;0,016238718;0,23496943;0,013624316;
3144,000;0,00054220217;0,040852576;0,020571427;0,17795685;0,024930926;0,37813501;0,029241703;0,28262535;0,0040752852;
3142,000;0,024144943;0,024809103;0,032248526;0,062699799;0,0058823268;-0,030039874;0,023727396;0,074899287;0,039024742;
3140,000;0,035311338;0,024542228;0,048178062;0,035164926;0,033699771;0,25214828;0,0075660497;-0,24087144;-0,011708508;
3138,000;0,029268902;0,039899774;0,00045044344;-0,016320236;-0,01384917;-0,076165177;0,0087924605;-0,10809399;-0,018638531;
3136,000;0,027736404;0,014107689;0,021111305;0,024989727;0,027574151;0,056653524;0,023516002;0,44347705;0,045659465;
3134,000;0,017562635;0,034705973;0,037210264;0,13419722;0,028359326;-0,0085044007;-0,0057397536;0,10103424;-0,0020638103;
3132,000;0,01484239;0,011849895;0,038716523;0,030765161;0,030519339;0,39543096;0,00429335;0,18073256;-0,01346001;
3130,000;0,02097389;-0,029986278;-0,0034821476;0,010157437;0,034341248;0,18908648;0,015377589;0,077853898;0,0045796046;
3128,000;0,034977896;0,04946874;0,036212146;-0,020524071;0,045628976;0,34502779;0,0087834999;0,12396452;0,012173978;
3126,000;-0,010527365;0,011385421;0,022100852;0,0074956392;0,01035352;0,22872076;-0,0055847704;0,029374104;0,033620055;
3124,000;-0,0042051971;0,026748421;0,03178584;-0,00072406686;0,029479847;-0,10895771;0,010047151;0,045594545;0,081036882;
3122,000;0,031048836;0,019963414;0,041120629;0,0024170521;0,027380596;0,10154447;0,014700431;0,094246303;-0,014065828;
3120,000;0,022390206;0,055277948;0,021072849;0,1162659;0,016624031;0,12179242;0,021985323;0,10240782;0,02266613;
3118,000;0,022714603;0,041073108;0,045426132;0,13288359;0,026905951;0,39610832;0,02717473;0,4320456;0,026750836;
3116,000;0,010698894;0,027712237;0,055636549;-0,0016814958;-0,0038766743;0,25792269;0,013048741;0,11941086;0,051050762;
3114,000;0,024350517;0,051988345;0,019882793;0,036307029;0,0049238705;0,081413532;0,0027660287;0,1854335;0,0086617864;
3112,000;0,022748884;0,078597358;0,013645718;0,067880578;0,035288077;0,12709387;0,015652942;0,14811058;0,029456004;
3110,000;-0,0070083625;0,072048536;0,019431163;0,13332954;0,070949297;0,17724657;0,0037983551;0,076095159;0,030814171;
3108,000;-0,00047350585;0,05845086;-0,0013972505;0,055076981;0,073203865;-0,0041843555;0,020929963;0,10903056;0,083242041;
3106,000;0,0048984893;0,031314575;0,069898232;0,15404675;0,039748552;0,23520805;0,0099969886;0,15177103;0,063262384;
3104,000;0,016549619;0,0081456747;0,048014988;0,11044606;0,04669223;0,13306348;0,021581753;0,0041745853;0,058242779;
3102,000;0,020522731;0,071138033;0,086150213;0,095016863;0,041222637;0,16421483;0,0079330535;0,20593869;0,067970602;
3100,000;0,033852287;0,032206321;0,059963634;0,13822084;0,07123204;0,17875638;0,0077067252;0,24522048;0,027941865;
3098,000;-0,0046649282;0,061156536;0,034644455;0,15102761;0,083434191;0,20295282;0,00042831679;0,24733264;0,075477251;
3096,000;0,015822428;0,09240942;0,073815046;0,099793985;0,081921881;0,24722213;0,0061192431;0,15673349;0,069399823;
3094,000;0,0041020955;0,08826648;0,090319042;0,11254447;0,12087692;0,21136091;0,0014593049;0,30100753;0,10230564;
3092,000;0,019597283;0,099540414;0,083657862;0,13042172;0,092297824;0,42408956;0,015610549;0,10946539;0,14241003;
3090,000;0,021848022;0,10632201;0,089753657;0,20713993;0,11091153;0,16362667;0,0020041671;0,028878091;0,11462999;
3088,000;0,026999144;0,19176925;0,10205751;0,19987966;0,13460206;0,35680231;0,015288323;0,20780939;0,1366532;
3086,000;0,026847542;0,15206198;0,17081442;0,25278801;0,20086129;0,39050149;0,031253184;0,19337136;0,17350622;
3084,000;0,027111215;0,24713461;0,18765456;0,3159693;0,1765595;0,23580244;0,017265929;0,26332219;0,20035774;
3082,000;0,034822082;0,24031304;0,22428907;0,35774903;0,24711022;0,36165018;0,029594686;0,34886058;0,23855183;
3080,000;0,078576383;0,31471596;0,24290811;0,34534678;0,34501337;0,3666995;0,032692251;0,44133969;0,31656331;
3078,000;0,053167778;0,38825941;0,29686626;0,43246622;0,36864153;0,467573;0,031595511;0,46449838;0,37973675;
3076,000;0,065094572;0,45268534;0,34504375;0,45307084;0,47985338;0,49606339;0,047736677;0,44659157;0,40361615;
3074,000;0,085144359;0,51697168;0,39418924;0,53234221;0,53390846;0,57063507;0,064106675;0,68044259;0,44095194;
3072,000;0,078309685;0,56489337;0,45292829;0,66937169;0,52649718;0,70360515;0,067197947;0,58460949;0,48736545;
3070,000;0,078104252;0,56836648;0,47520616;0,64657837;0,56634179;0,67259931;0,069204982;0,75214355;0,53729251;
3068,000;0,091015668;0,59435343;0,50811191;0,65112204;0,5776295;0,58050409;0,043885465;0,64623158;0,54878294;
3066,000;0,110222;0,68821595;0,54496036;0,67413007;0,58561334;0,74225253;0,04907747;0,58994441;0,54304939;
3064,000;0,067664813;0,63025499;0,53853905;0,71180695;0,59777896;0,71120998;0,050638672;0,82036392;0,54286501;
3062,000;0,0583492;0,67889886;0,52716052;0,70986961;0,60673276;0,63922787;0,041817518;0,84323645;0,53317449;
3060,000;0,054247402;0,65805643;0,51248895;0,62925487;0,59746573;0,89980518;0,077797017;0,68754303;0,53724213;
3058,000;0,049286107;0,5450522;0,46050939;0,54208248;0,55216511;0,71748051;0,053945099;0,62534698;0,54419194;
3056,000;0,040258508;0,53745382;0,45345781;0,59126848;0,51552309;0,68519418;0,049404848;0,48879618;0,46187436;
3054,000;0,054900383;0,49951938;0,40096366;0,59587985;0,48449546;0,52603588;0,042644994;0,58619452;0,42463315;
3052,000;0,039485615;0,46148566;0,40703651;0,46477091;0,43680822;0,38682959;0,038960783;0,45894434;0,37080247;
3050,000;0,064085653;0,3996499;0,35942298;0,42212915;0,41119402;0,34054044;0,030362929;0,62025202;0,36080233;
3048,000;0,047737429;0,33421222;0,2950251;0,34523767;0,361827;0,39235075;0,031077102;0,36119148;0,26326026;
3046,000;0,01334032;0,2451903;0,29378737;0,29209715;0,26797527;0,24568261;0,02777344;0,3790955;0,27408742;
3044,000;0,0023282164;0,2214989;0,24304597;0,27423585;0,23897269;0,38914175;0,022872193;0,38597723;0,21240272;
3042,000;0,035434575;0,25836452;0,22282701;0,29505392;0,24554811;0,41271357;0,026537077;0,17799943;0,22014366;
3040,000;0,019564999;0,19410439;0,1677492;0,24561579;0,20204906;0,3375915;0,017861036;0,15484538;0,1769515;
3038,000;0,018136859;0,21507937;0,18244133;0,24691052;0,21001558;0,22025116;0,018550418;0,032439844;0,20322008;
3036,000;0,045192798;0,17795711;0,1580402;0,19783611;0,19600677;0,2205486;0,011320596;0,1555679;0,16504564;
3034,000;0,026497231;0,16878329;0,16024892;0,22986769;0,16286961;0,22213188;0,0017661018;0,16373661;0,17916816;
3032,000;0,0053760309;0,16218565;0,16123352;0,21523388;0,15748855;0,20721873;0,0018399864;0,199324;0,15992718;
3030,000;0,011622821;0,16387735;0,12886571;0,16325836;0,14475246;0,23590469;4,0442552E-5;0,17271418;0,1383166;
3028,000;0,0051864197;0,14501231;0,12604705;0,16843966;0,12812264;0,29420579;0,0072356567;0,29099476;0,10196883;
3026,000;0,0039955198;0,13628754;0,10732469;0,17993392;0,13551815;0,3534834;0,024618645;0,13519057;0,12564701;
3024,000;0,0050519378;0,14279857;0,12391182;0,1438715;0,11672511;0,086114781;0,0070614011;0,19098206;0,11258333;
3022,000;0,027185831;0,14005567;0,11484031;0,1702939;0,12339193;0,13090235;0,0014063871;0,14839736;0,10276328;
3020,000;0,016122279;0,1077704;0,091503823;0,17810521;0,13785815;0,34395613;0,0081187223;0,20308438;0,14724765;
3018,000;0,012693513;0,13482092;0,097204882;0,13746777;0,15539856;0,22056236;0,0064774034;0,17093102;0,11812107;
3016,000;0,0083720519;0,12115656;0,12640067;0,19458674;0,14536925;0,16825948;0,006825017;0,26523342;0,13524652;
3014,000;0,0068120244;0,16211807;0,12269788;0,2332805;0,15444444;0,065078273;0,010162617;0,15985037;0,11870683;
3012,000;0,030255638;0,1654823;0,17046123;0,24378312;0,17873365;0,1463865;0,0058585127;0,13813318;0,12726877;
3010,000;0,028126998;0,20118056;0,14569379;0,22079054;0,207592;0,084864469;0,015742751;0,18613905;0,15082525;
3008,000;0,02531073;0,20702607;0,13655506;0,25905277;0,18509812;0,16643368;0,014409182;0,12510146;0,14526243;
3006,000;0,02333277;0,20332042;0,15106012;0,26808592;0,19682513;0,16592054;0,0074814932;0,17079685;0,16865882;
3004,000;0,029481896;0,20058302;0,16481933;0,24763808;0,19351026;0,27551184;0,010290069;0,22896057;0,17423893;
3002,000;0,029606453;0,24595335;0,18363195;0,23186948;0,25407842;0,18999391;0,019115611;0,36011333;0,18962712;
3000,000;0,038248121;0,27844654;0,17284722;0,25364566;0,22948431;0,30455247;0,027124949;0,33448684;0,17185489;
2998,000;0,028803983;0,26067009;0,17274002;0,28485754;0,21413744;0,25072799;0,018333074;0,18269157;0,17728524;
2996,000;0,03538654;0,26509965;0,15538879;0,27103837;0,21132034;0,24645631;0,027189321;0,18581854;0,14535772;
2994,000;0,037694252;0,24241863;0,19148874;0,3051717;0,22415669;0,36963244;0,016428057;0,21201659;0,19714961;
2992,000;0,033918197;0,26010666;0,20219694;0,29413568;0,2695975;0,18869415;0,016772356;0,084085182;0,20949083;
2990,000;0,033368658;0,25552707;0,24017847;0,34997894;0,29692313;0,32532725;0,0063022916;0,28939992;0,20166541;
2988,000;0,039979635;0,28608;0,20128644;0,40732932;0,25610616;0,24489019;0,033955915;0,3563699;0,24509537;
2986,000;0,035859413;0,27825835;0,23406486;0,37704043;0,30367665;0,51423961;0,0194068;0,35131318;0,25270803;
2984,000;0,044195416;0,28736483;0,23976775;0,40036174;0,31608806;0,36904413;0,033540656;0,31998663;0,2763178;
2982,000;0,039792087;0,34197833;0,26002005;0,42888256;0,32998645;0,30476961;0,029517401;0,40803542;0,27926135;
2980,000;0,060528467;0,4003318;0,29341266;0,44947855;0,34485622;0,35426429;0,049064665;0,39736464;0,3097326;
2978,000;0,058733695;0,39771987;0,29158858;0,42069308;0,35124438;0,38367281;0,048814583;0,38828168;0,33736179;
2976,000;0,06196192;0,38113644;0,28686785;0,45886452;0,35180665;0,38660897;0,065684955;0,50824561;0,34969159;
2974,000;0,069943488;0,38272123;0,31346353;0,4552717;0,3757945;0,46142851;0,045508483;0,34303363;0,31898326;
2972,000;0,079814718;0,41958289;0,31497019;0,43300149;0,40364291;0,37204925;0,054570814;0,42680949;0,31873865;
2970,000;0,0843408;0,42806511;0,31989683;0,45507281;0,40202093;0,44100217;0,063439052;0,55090512;0,34943549;
2968,000;0,088317727;0,42324834;0,33559361;0,51128464;0,39830886;0,47073434;0,071380703;0,35508501;0,35282355;
2966,000;0,080717733;0,44139832;0,32485671;0,47398288;0,40235857;0,45459315;0,066312601;0,37265136;0,3481016;
2964,000;0,076369868;0,41600101;0,33256351;0,54980307;0,42326587;0,59665526;0,057839312;0,48808511;0,37339329;
2962,000;0,0792871;0,46504092;0,33279229;0,57791331;0,41384343;0,46530274;0,061892239;0,50857879;0,36023656;
2960,000;0,067902522;0,48775232;0,34898262;0,57590957;0,43449356;0,45386273;0,051947748;0,39159828;0,33633061;
2958,000;0,078957689;0,46303076;0,35683807;0,54954022;0,40457158;0,47736723;0,05366298;0,51720685;0,38247977;
2956,000;0,067555304;0,45518551;0,33122019;0,55165737;0,42635884;0,47750163;0,056290055;0,52173103;0,3793222;
2954,000;0,075065001;0,50634714;0,34537221;0,61305023;0,46996182;0,38667504;0,044855474;0,51704683;0,38088709;
2952,000;0,067472711;0,51970303;0,40317044;0,61886031;0,47271279;0,51288987;0,04647562;0,62506816;0,42847498;
2950,000;0,064496611;0,53321855;0,37415633;0,55888395;0,50059278;0,50159665;0,060662004;0,58715196;0,41469686;
2948,000;0,07353618;0,50172655;0,3827628;0,60427699;0,49793749;0,59698425;0,052535604;0,52730366;0,44510945;
2946,000;0,075673961;0,55611536;0,41333957;0,68090689;0,52047369;0,49644637;0,04729997;0,51897351;0,46502663;
2944,000;0,075096321;0,53880332;0,42008088;0,61448206;0,53947513;0,53077176;0,059561086;0,74083224;0,50080347;
2942,000;0,074000461;0,54210854;0,4261867;0,64212062;0,5208448;0,47517436;0,043872678;0,70822597;0,44602968;
2940,000;0,08924731;0,57306367;0,44741587;0,67203843;0,53557825;0,44831796;0,0566542;0,42480642;0,49041032;
2938,000;0,085335739;0,54725559;0,44435025;0,61032232;0,51587179;0,548465;0,050411922;0,44491315;0,46681953;
2936,000;0,07309251;0,58807892;0,41665863;0,6468097;0,53437853;0,54939924;0,056098165;0,59405933;0,48240158;
2934,000;0,090083949;0,61586434;0,42091035;0,6517106;0,51655514;0,53957581;0,053169666;0,55974832;0,45566904;
2932,000;0,071765747;0,56244212;0,44565529;0,64875611;0,52812607;0,50702972;0,056986674;0,61772841;0,45035019;
2930,000;0,079252223;0,58529911;0,43337688;0,6600912;0,51142701;0,47326684;0,057420547;0,65272552;0,47328654;
2928,000;0,078891531;0,61323245;0,44484752;0,64276612;0,51705174;0,46446536;0,065508274;0,51464607;0,47092528;
2926,000;0,078651333;0,56950481;0,43884408;0,6380716;0,51734575;0,51796372;0,048473943;0,61919506;0,43985482;
2924,000;0,076709103;0,56416803;0,43208647;0,66397617;0,49436016;0,35873567;0,062284826;0,58988147;0,45489742;
2922,000;0,085016073;0,53636466;0,40747891;0,59474173;0,508658;0,35695925;0,056157098;0,6084482;0,41798888;
2920,000;0,070799986;0,52833588;0,39654382;0,6072939;0,46873123;0,44463439;0,058345032;0,67880399;0,41754154;
2918,000;0,066845178;0,51131028;0,39563407;0,60909182;0,47863429;0,49322656;0,056893874;0,57661064;0,46081468;
2916,000;0,073255894;0,52569322;0,38199421;0,59612065;0,4463964;0,44537036;0,047427013;0,61102807;0,40858785;
2914,000;0,074660509;0,49421611;0,41215286;0,55124044;0,47097061;0,38088324;0,060382224;0,48995059;0,43087473;
2912,000;0,075248435;0,48629106;0,40171163;0,59824345;0,46872495;0,35654753;0,050654197;0,70641638;0,43297073;
2910,000;0,074180167;0,49036881;0,35725997;0,50917868;0,45445499;0,40222156;0,052489719;0,70997768;0,4024255;
2908,000;0,071779151;0,48808928;0,39969398;0,43643997;0,43890581;0,39064359;0,045727003;0,63102879;0,37992881;
2906,000;0,067398798;0,44554301;0,34989286;0,49413973;0,41510159;0,39155827;0,049580017;0,41865616;0,36875598;
2904,000;0,060300892;0,42200572;0,34391376;0,50819301;0,4139532;0,34969042;0,044662378;0,52895395;0,35547821;
2902,000;0,060062192;0,39501133;0,32805473;0,46371787;0,36274957;0,34411725;0,040762815;0,50625206;0,36459774;
2900,000;0,054730719;0,40831094;0,32331529;0,48764336;0,37541028;0,34444905;0,049681276;0,53937917;0,31802827;
2898,000;0,052671223;0,41492637;0,27113259;0,44679942;0,35848728;0,38352309;0,043134556;0,44293399;0,3181818;
2896,000;0,067094995;0,37910756;0,27408788;0,42094355;0,33394682;0,24273585;0,037170232;0,39243891;0,30236655;
2894,000;0,045700372;0,35669355;0,27151186;0,42023504;0,3148991;0,33917444;0,033745095;0,40416281;0,29323479;
2892,000;0,056329057;0,34419192;0,29327311;0,42501724;0,33559728;0,25048441;0,037708858;0,44399888;0,2849402;
2890,000;0,052024718;0,35299166;0,2557457;0,37617069;0,30660138;0,33071388;0,037881046;0,32171859;0,31241584;
2888,000;0,057409227;0,3661136;0,24514672;0,41309511;0,29769304;0,25302941;0,044189909;0,34116938;0,27650897;
2886,000;0,050977242;0,31873075;0,26029755;0,33160147;0,28254976;0,2437289;0,032056733;0,28179856;0,28138963;
2884,000;0,045497534;0,33195938;0,24430665;0,36374365;0,30558317;0,24107583;0,037259728;0,391438;0,24124415;
2882,000;0,042374417;0,33967089;0,21043166;0,31359976;0,29097673;0,2535803;0,027860963;0,40819015;0,24680328;
2880,000;0,040883359;0,31529306;0,25265074;0,32678674;0,27231712;0,34170709;0,022852198;0,43424945;0,25993984;
2878,000;0,049541776;0,30983751;0,22935711;0,3654566;0,30246412;0,1980494;0,0312642;0,24831275;0,2426485;
2876,000;0,055371851;0,33495815;0,21929299;0,37819033;0,30210184;0,16172596;0,037620407;0,33106507;0,25378386;
2874,000;0,03634167;0,29785469;0,2200972;0,3127009;0,29303891;0,19707398;0,037106834;0,35248966;0,2632303;
2872,000;0,045737188;0,3117885;0,23268814;0,32237048;0,27646303;0,26842403;0,035543069;0,28064704;0,21879766;
2870,000;0,037970342;0,28098258;0,23623786;0,30635722;0,25170573;0,28409996;0,046731338;0,31464359;0,21065249;
2868,000;0,028020243;0,264456;0,19860984;0,29642158;0,25010102;0,17384438;0,025721281;0,28540305;0,20325898;
2866,000;0,042512798;0,23886755;0,18155888;0,26636325;0,20651181;0,17993119;0,023451522;0,29468483;0,17787884;
2864,000;0,026170254;0,19431731;0,14621815;0,21926806;0,17477931;0,15040882;0,023652731;0,19426378;0,15962214;
2862,000;0,036389514;0,15157473;0,12371328;0,18685845;0,1486442;0,12672879;0,024180248;0,27466809;0,13088806;
2860,000;0,039284007;0,11552498;0,10134152;0,17388829;0,13271007;0,10258453;0,018364175;0,26344297;0,10917103;
2858,000;0,030831119;0,11595417;0,094805444;0,1519976;0,11188315;0,1609238;0,015516424;0,17446758;0,090244665;
2856,000;0,030358039;0,11153937;0,088600686;0,10473907;0,095014092;0,097236393;0,013163177;0,13747841;0,089143256;
2854,000;0,016724311;0,10141446;0,088147955;0,067515015;0,083988807;0,17482728;0,0019360731;0,19903529;0,074119312;
2852,000;0,016547088;0,10460143;0,065567185;0,10259998;0,08096455;0,047344081;0,0072707448;0,18258823;0,073893265;
2850,000;0,018940229;0,066240599;0,085384558;0,087085375;0,070821696;0,1226876;0,018653349;0,12108379;0,04769016;
2848,000;0,025016136;0,06065934;0,060637126;0,071379499;0,058236526;0,14395147;0,0089409542;0,13057918;0,062812648;
2846,000;0,013123918;0,053456801;0,035078898;0,061901261;0,053777221;0,12291551;0,016809897;0,20891916;0,050067413;
2844,000;0,024456321;0,058868143;0,05557761;0,047996462;0,05630508;0,030512249;0,0163816;0,0086100939;0,055551301;
2842,000;0,013789552;0,058256054;0,06067375;0,024961635;0,049636158;0,031164286;0,017233372;0,055947272;0,060057762;
2840,000;0,012235943;0,036674793;0,049070635;0,077350039;0,042270148;0,088751858;0,013794789;0,11730607;0,034300865;
2838,000;0,010477989;0,026274995;0,034039276;0,041877919;0,041776159;0,08354287;0,010564219;0,084328866;0,052128369;
2836,000;0,011262451;0,05314188;0,025716019;0,027421093;0,039271385;0,0077450728;0,011043992;0,082257045;0,025617003;
2834,000;0,01568242;0,044374564;0,032256448;0,028817209;0,029075398;-0,033495467;0,0087550301;0,089081495;0,035397714;
2832,000;0,0093571944;0,044171165;0,018918758;0,047429538;0,027817078;0,030618203;0,012036718;0,15034968;0,025570761;
2830,000;0,0035744568;0,032916405;0,017907374;0,042941805;0,039495392;0,06384544;0,02255627;0,1377452;0,015945673;
2828,000;0,0007002648;0,034207085;0,017344294;0,028555409;0,017517809;0,065228445;0,0030815629;0,089441019;0,019274889;
2826,000;0,011271294;0,033992074;0,012982188;0,07193871;0,032876946;0,039607796;0,0031346321;0,034839021;0,026318987;
2824,000;0,01375212;0,0031420164;0,021687954;0,032788024;0,018080577;0,04991025;0,011757848;0,12399378;0,028879975;
