Raman shift [1/cm];Intensity;intensity;intensity;intensity;intensity;
2440,000;-15,136814;-21,199937;-3,252452;-14,427999;69,202977;
2438,000;-11,318151;34,709877;48,120552;38,684053;53,792505;
2436,000;6,1693029;15,068072;-1,1417819;-8,9336595;-8,8748942;
2434,000;-16,564996;66,266823;31,432353;-26,683598;58,678709;
2432,000;37,657767;-27,416662;35,995594;-37,624547;36,729604;
2430,000;-26,347755;-38,949766;-2,7936461;26,818829;10,097454;
2428,000;26,426516;24,100949;53,387205;20,550811;26,163995;
2426,000;25,803424;14,253169;-0,20645737;-1,4617917;40,686716;
2424,000;26,845945;-14,217891;33,802544;-12,551275;71,911594;
2422,000;-17,709808;-56,018406;-9,2484907;-40,303791;42,770139;
2420,000;4,5466666;-16,789844;50,446549;-23,97198;61,035536;
2418,000;-4,2617693;46,972922;53,647754;24,151256;49,09507;
2416,000;-49,326199;8,5193433;54,154391;-4,6557885;3,3333616;
2414,000;-1,0498921;-30,733276;-39,622247;1,3323852;-13,713332;
2412,000;-21,303586;-0,63151858;-8,5104693;-23,229542;43,629787;
2410,000;-39,604673;-0,96106784;-0,059606757;15,292153;-35,833278;
2408,000;-45,232746;12,281665;-10,088112;-10,806;32,673783;
2406,000;-22,443736;-5,8387393;-38,057613;-46,156444;9,7789297;
2404,000;-10,325669;-9,4877564;21,353534;-25,353943;-0,64228562;
2402,000;-18,464116;-9,6228319;-42,931381;-25,256331;31,319908;
2400,000;-18,815946;19,962781;-9,3817752;-5,4387195;-31,079101;
2398,000;34,296554;-3,9258008;9,8168989;27,993675;19,060843;
2396,000;-5,9133517;34,286413;-6,8173711;-13,113574;-35,833187;
2394,000;-3,5139771;-38,816999;18,337422;-29,366251;-32,477555;
2392,000;-29,188787;-16,630437;-38,788626;17,233977;-13,969736;
2390,000;6,6415998;13,86815;-18,621083;-46,634661;-14,832824;
2388,000;-28,122484;0,28272405;-12,242834;11,958761;-32,679962;
2386,000;-8,7660473;-1,7449419;-17,14826;-10,666434;-20,093652;
2384,000;-15,682417;-17,196783;-88,438552;0,50014544;-46,259814;
2382,000;-26,10886;0,34193922;-89,100895;8,5975648;-32,080171;
2380,000;-39,182005;-7,9039929;-48,332537;27,118726;-18,77848;
2378,000;-19,920499;-22,557618;5,6333987;45,86418;-45,784702;
2376,000;-4,6413813;-14,514364;-20,349637;-39,356378;-32,775518;
2374,000;-22,009007;-30,33595;-36,539894;-30,073328;5,512371;
2372,000;-24,216037;13,781661;22,865204;6,9715925;-11,192351;
2370,000;-26,708342;-10,05997;1,2735808;4,1432488;11,402208;
2368,000;-8,9768281;-33,744827;-10,641202;10,251485;9,9647887;
2366,000;-5,4055012;-45,634;-9,9087117;-37,916707;-14,147313;
2364,000;25,220925;-15,434687;-32,103913;-104,20821;-6,5490791;
2362,000;1,7833229;-28,990177;41,662313;-61,277907;-85,029411;
2360,000;9,3707431;-43,883312;20,583934;-28,574;-50,544035;
2358,000;-20,520473;-2,3612386;-20,336529;1,8914122;-37,169273;
2356,000;-5,8800962;-25,532012;-48,98496;-7,6907648;-25,797262;
2354,000;-47,525038;-28,525965;12,400779;-22,860694;-77,025753;
2352,000;-65,167754;-52,132504;19,190273;-15,650682;-9,2136239;
2350,000;-9,5503156;-32,76724;11,062789;-12,456415;1,0195068;
2348,000;28,023803;-42,036194;-7,0551144;-29,572488;-14,323957;
2346,000;-6,7917773;-77,319233;-0,10879806;-42,662135;-20,670174;
2344,000;-23,533164;-36,995016;-17,845917;-25,182613;-55,616785;
2342,000;-4,7385295;-29,015621;-55,737551;16,599963;-43,332075;
2340,000;-59,400819;17,752244;-34,486805;-105,59966;-37,824988;
2338,000;-66,441198;-37,594438;-10,444824;-94,321825;-19,409195;
2336,000;-3,8900188;-103,62508;11,695585;-32,460758;-53,932136;
2334,000;-23,481581;-62,852983;-71,194922;-8,7554595;-93,126112;
2332,000;-7,9244651;-45,407629;-68,529972;-13,850623;-60,282769;
2330,000;-2,2005937;-69,5219;-31,306854;-43,651142;-85,541218;
2328,000;29,63879;9,4601795;-5,4585318;-55,299977;12,033404;
2326,000;3,6273722;-44,598661;-5,839258;-38,341842;-12,337799;
2324,000;-11,05492;-69,145829;23,176945;-20,504605;-54,377454;
2322,000;-22,192373;-21,773714;-18,527643;-58,251233;-59,633882;
2320,000;-8,187401;-24,801351;-48,317838;-85,491223;-38,930147;
2318,000;-33,965945;-44,305197;-37,192122;-1,0740792;-35,710502;
2316,000;0,60414092;-66,087822;-20,76808;-23,658284;-61,270316;
2314,000;-48,491713;-70,399308;-67,649108;-75,010142;-1,6231099;
2312,000;-29,769218;-42,61917;-31,935249;-48,630894;-7,248479;
2310,000;-34,226722;-47,766616;-41,995861;-84,271042;-36,560916;
2308,000;-64,721434;-6,1942965;-51,503707;-71,968158;-62,920505;
2306,000;-35,697116;-50,264091;-67,626628;-19,937874;-41,965698;
2304,000;-14,332887;-82,843026;-86,515893;-62,965274;17,125715;
2302,000;-5,0967604;-48,012122;-34,216298;-58,668446;-86,510414;
2300,000;7,0488333;-95,687242;-113,34982;-94,813439;-61,871937;
2298,000;-27,123019;-86,038841;-17,833159;-19,764932;-100,86944;
2296,000;-48,128362;-44,068734;-44,01304;-83,728428;-64,375492;
2294,000;-20,693404;-80,545282;-36,076683;-100,02514;-40,566617;
2292,000;6,7446853;-156,828;-43,872826;-36,487596;-66,310321;
2290,000;4,4486044;-47,406667;-38,970329;-36,76968;-61,402413;
2288,000;12,494014;-88,438649;-64,015276;-95,494465;-83,450377;
2286,000;-9,9882774;-29,72977;-67,508259;-101,13457;-28,773304;
2284,000;-1,8990245;-116,80486;-19,115235;-62,778231;-73,472947;
2282,000;-6,792605;-72,723468;-59,219248;-107,42351;-41,880897;
2280,000;22,392835;-78,639994;10,054714;-38,428629;-45,230481;
2278,000;9,3737812;-83,028379;-36,371074;-74,799435;-60,208795;
2276,000;27,60771;-96,846383;-20,88259;-120,21509;-75,707411;
2274,000;9,6585755;-97,17862;-38,692739;-62,394675;-46,76799;
2272,000;25,314061;-38,170894;2,1140249;-111,88413;-38,072845;
2270,000;-16,448546;-60,054234;-89,852651;-79,353184;-81,554061;
2268,000;-31,093578;-72,542647;-93,740431;-76,567243;-49,168497;
2266,000;-3,546853;-93,924953;-63,996692;-90,455413;-39,720631;
2264,000;0,54707583;-42,770739;-71,66549;-40,740916;-71,187627;
2262,000;6,5984024;-78,554;-41,893488;-65,272304;-58,36073;
2260,000;-8,1313641;-84,78874;-72,356228;-54,499347;-84,083021;
2258,000;-1,5940786;-108,50312;-65,109623;-11,35319;-39,144309;
2256,000;12,628775;-44,601058;-56,87408;-74,338793;-92,592248;
2254,000;-39,126488;-76,692393;-60,279874;-74,89065;-85,315993;
2252,000;-8,4059522;-101,52326;-58,361933;-60,991609;-72,820313;
2250,000;-51,116217;-38,700125;-30,413509;-53,144268;-71,852988;
2248,000;-19,252013;-58,087677;-63,91551;-79,243917;-16,528423;
2246,000;-35,69066;-60,002659;-43,874382;-61,567909;-48,159059;
2244,000;-25,754083;-55,014614;-46,658011;-35,107447;-72,003049;
2242,000;-50,941076;-49,304262;-85,539358;-39,821593;-71,282534;
2240,000;-17,828234;-65,291027;-73,476776;-27,760142;-107,25005;
2238,000;-38,059212;-80,698158;-110,94188;-35,803478;-45,614;
2236,000;-55,305999;-85,18739;-88,444322;-45,375404;-82,077751;
2234,000;-20,114091;-70,572726;-52,751521;-52,378954;-66,017588;
2232,000;-27,739375;-51,06357;-35,263182;-73,893852;-68,136075;
2230,000;-39,360268;-63,967344;-44,752632;-65,579101;-32,419778;
2228,000;-32,65639;-92,83268;-35,553313;-28,891767;-70,298323;
2226,000;17,866553;-54,77071;-70,755337;-71,861286;-94,019196;
2224,000;-73,440918;-44,580176;-65,048323;-67,806172;-66,471816;
2222,000;-19,922446;-16,208287;-89,868622;-48,1494;-19,486417;
2220,000;-21,107884;-53,650915;-56,895363;-31,069437;-33,73651;
2218,000;-34,781493;-100,21729;-54,312382;-105,47351;-57,751091;
2216,000;-84,816887;-79,021417;-27,891303;-70,79149;-68,504617;
2214,000;-17,040281;-54,195326;-30,848674;-55,765454;-74,809871;
2212,000;-38,703177;-72,056215;-35,228491;-61,486311;-74,097274;
2210,000;-34,099307;-48,963032;-41,403358;-79,257626;-78,804949;
2208,000;-63,933303;-68,411502;-59,402289;-54,7371;-122,65497;
2206,000;-52,400015;-94,668318;-72,626494;-67,11369;-104,06462;
2204,000;12,490586;-29,667186;-48,252494;-69,131837;-63,966389;
2202,000;-18,553494;-57,214754;-41,948701;-60,047058;-70,725414;
2200,000;-24,37659;-40,337711;-74,265106;-59,594765;-43,378269;
2198,000;-14,833068;-29,836076;-39,240015;-91,858054;-53,129232;
2196,000;-1,2833791;-37,806212;-68,540348;-64,367756;-75,522121;
2194,000;18,438417;-42,060775;-44,146958;-39,299823;-45,374946;
2192,000;-0,64447173;-44,369619;-37,906982;-71,357098;-53,720409;
2190,000;-8,2725014;-50,280266;-41,261192;-53,91231;-63,984796;
2188,000;-16,177793;-13,676938;-53,152265;-40,294109;-45,764344;
2186,000;-13,357787;-43,853712;-81,155013;-45,062136;-75,282701;
2184,000;-22,113674;-58,457991;-67,491412;-68,174436;-62,508111;
2182,000;-39,680756;-79,454225;-75,660764;-53,729674;-86,054333;
2180,000;0,74547544;-78,856176;-59,062544;-79,664666;-62,063247;
2178,000;-24,588962;-50,541184;-62,678763;-33,77273;-19,092564;
2176,000;-20,99213;-86,717803;-34,581186;-82,301616;-48,356131;
2174,000;-5,3855195;-82,113191;-60,879418;-52,817311;-72,179257;
2172,000;-1,0946857;-51,526708;-63,228666;-60,294769;-61,118581;
2170,000;4,6506799;-58,328429;-54,12557;-78,616622;-80,777914;
2168,000;-10,462207;-69,576456;-58,935987;-58,210386;-79,12867;
2166,000;3,7627808;-45,539326;-97,610688;-40,611844;-51,113246;
2164,000;-15,18425;-65,960881;-53,30935;-98,265709;-87,726484;
2162,000;-15,96574;-70,986864;-72,561268;-42,748031;-82,216191;
2160,000;-2,3943124;-40,889105;-30,977243;-46,747815;-70,600568;
2158,000;5,49702;-88,17574;-47,294244;-87,984925;-60,569755;
2156,000;-22,865232;-44,656317;-48,10086;-43,046492;-49,110634;
2154,000;-21,010579;-67,561935;-73,969266;-53,5344;-66,707955;
2152,000;-15,367241;-51,548432;-65,971016;-68,645717;-66,062549;
2150,000;-20,623084;-68,207108;-22,146574;-64,249346;-41,403946;
2148,000;-13,455384;-94,476833;-59,166591;-76,103936;-51,753366;
2146,000;-30,406575;-73,239269;-76,864869;-88,927494;-77,69341;
2144,000;-13,968839;-65,352447;-71,6076;-45,094483;-59,576667;
2142,000;-4,6290455;-65,524252;-54,395114;-64,706556;-40,699837;
2140,000;-11,485335;-72,305823;-79,568677;-63,58703;-75,289074;
2138,000;3,2560754;-72,242725;-72,920359;-56,40383;-53,880675;
2136,000;0,99731951;-86,530578;-55,162544;-68,283035;-93,16035;
2134,000;-15,073018;-86,745771;-56,111297;-68,527501;-59,435194;
2132,000;-19,665872;-68,711598;-63,252909;-64,494542;-41,415518;
2130,000;-5,8836018;-83,869219;-81,826711;-58,257633;-69,977592;
2128,000;-31,53556;-77,952675;-8,6852166;-67,154457;-77,77395;
2126,000;6,2046819;-50,44194;-39,451489;-38,198418;-64,102985;
2124,000;-5,3411987;-53,618923;-66,067525;-62,104946;-59,505747;
2122,000;-22,114603;-29,030731;-57,227796;-26,284148;-45,400733;
2120,000;-31,6102;-63,991474;-73,000852;-88,135438;-58,334422;
2118,000;-19,97702;-56,272174;-60,783981;-72,003687;-38,640521;
2116,000;-34,631938;-81,236316;-17,416132;-51,184224;-59,91917;
2114,000;-31,955215;-73,477959;-50,571145;-54,302474;-66,924229;
2112,000;0,36710723;-46,157899;-23,736354;-44,186464;-27,929316;
2110,000;-11,657201;-77,989117;-43,581586;-66,778604;-46,969362;
2108,000;-4,4977331;-35,660301;-63,223126;-35,613906;-41,390464;
2106,000;-43,758221;-61,628189;-44,044982;-27,262112;-37,996771;
2104,000;-25,000512;-23,48004;-72,282631;-31,649612;-64,372946;
2102,000;-6,4225997;-62,485245;-33,748733;-20,114053;-63,277252;
2100,000;-9,4623752;-46,936151;-31,910281;-65,76281;-53,375227;
2098,000;-5,9969322;-45,499448;-34,567344;-47,290059;-48,658476;
2096,000;4,9668519;-20,15294;1,6817595;-51,67608;-45,260859;
2094,000;-4,477962;-40,452119;-36,761223;-26,773311;-44,647787;
2092,000;-21,449437;-57,396146;-14,904817;-44,840478;-44,92119;
2090,000;0,506223;-12,240764;-24,972282;-39,635726;-43,032489;
2088,000;6,2422388;-20,862695;-13,851962;-13,335581;-57,95319;
2086,000;1,0592867;-19,655954;-16,654457;-17,521503;-18,386925;
2084,000;10,216244;-14,023233;-22,823581;-32,463755;1,5461059;
2082,000;0,40475802;-28,250563;-28,112673;-3,0858427;-28,984289;
2080,000;29,785053;-38,186581;-27,48261;-20,411789;-34,56255;
2078,000;21,203004;-31,689597;-7,5062241;-2,9349295;-35,940684;
2076,000;17,665782;-6,602174;3,6878465;-4,2368912;-23,921921;
2074,000;8,918541;-23,266116;7,4586779;13,198671;-37,034434;
2072,000;10,16272;33,438572;-26,824189;11,585579;22,320646;
2070,000;3,1516335;4,0404244;16,039338;38,041345;4,5428996;
2068,000;42,114164;15,545438;12,381928;24,495275;-12,159848;
2066,000;12,884653;29,479976;9,7312303;23,808322;6,8972614;
2064,000;13,131701;24,623359;-15,509889;-11,648179;27,937701;
2062,000;6,2362937;13,947197;17,8082;10,107845;17,592352;
2060,000;15,631591;42,763114;2,4023688;3,4668465;20,176953;
2058,000;41,008718;34,367745;45,761252;26,068461;13,886191;
2056,000;19,522393;33,979235;23,338805;17,791005;14,871859;
2054,000;16,401554;23,638171;18,230289;69,988824;27,727671;
2052,000;10,520045;39,727939;5,1719524;31,845341;30,11594;
2050,000;35,093819;45,134575;26,562755;3,2928191;14,380872;
2048,000;29,347398;53,198772;72,731151;39,047515;28,334369;
2046,000;37,946306;28,170852;33,785528;32,296853;32,093872;
2044,000;47,645832;16,484255;30,227971;31,934605;62,658328;
2042,000;25,317614;33,654883;7,114222;63,275575;41,360481;
2040,000;30,389633;14,157153;12,006686;77,645954;45,955337;
2038,000;29,448897;65,680768;25,372748;73,514515;51,452003;
2036,000;21,79704;45,268041;42,130407;57,169507;11,57846;
2034,000;40,202335;48,523096;45,100949;85,284634;58,308263;
2032,000;6,8811161;69,884975;84,031453;78,387042;43,381099;
2030,000;39,787817;60,8041;96,714518;80,619848;40,918991;
2028,000;70,078643;54,387118;54,218303;90,915562;0,75844003;
2026,000;68,724106;63,067281;54,579503;80,911797;38,281658;
2024,000;59,600196;56,548883;40,230968;73,612576;52,56237;
2022,000;61,313641;62,209042;56,684637;120,08033;68,243371;
2020,000;49,487226;52,177204;87,815362;106,58394;58,312124;
2018,000;28,643118;89,64242;63,374247;107,51961;80,615609;
2016,000;65,347378;65,525004;57,072597;74,644819;68,20975;
2014,000;57,024962;95,133311;43,824921;100,35033;76,12199;
2012,000;48,724161;114,10427;66,192683;79,483484;33,178739;
2010,000;50,043799;81,611863;73,149938;91,156057;52,56249;
2008,000;42,585984;98,84371;73,38751;112,56719;83,880648;
2006,000;27,82928;73,379694;108,75846;113,58353;93,311817;
2004,000;62,835937;115,56532;81,560164;128,99798;83,530272;
2002,000;49,692705;145,81125;61,868327;73,97613;103,69472;
2000,000;107,64675;104,65969;69,977964;96,559654;92,644512;
1998,000;80,978556;131,47989;96,117925;101,11163;116,33987;
1996,000;91,412129;120,9767;72,219232;149,98685;137,9123;
1994,000;79,96717;133,88234;59,379238;119,36619;105,92643;
1992,000;67,174433;113,31208;87,950836;127,02592;120,59405;
1990,000;85,122275;117,24631;98,218431;111,66216;90,25438;
1988,000;88,340836;129,27238;84,620471;120,57309;84,014989;
1986,000;74,746998;115,95616;99,127391;86,9113;91,984318;
1984,000;65,057823;97,993167;111,52102;147,0138;108,65808;
1982,000;79,209018;120,2938;96,039804;102,62211;119,07627;
1980,000;57,549391;157,6394;101,07995;106,35493;113,1969;
1978,000;64,334007;162,10879;97,840256;119,62264;127,87037;
1976,000;74,800492;157,18918;95,790306;151,42915;113,60706;
1974,000;109,18982;188,43986;103,15024;132,04669;127,52342;
1972,000;85,485554;169,57781;103,42881;169,78318;120,86604;
1970,000;83,438437;166,29762;94,420961;137,28833;147,15935;
1968,000;83,488718;166,0732;87,23564;125,96003;189,57476;
1966,000;94,255447;196,12807;86,446299;183,59737;182,484;
1964,000;83,822303;150,63626;85,107948;160,51313;113,69741;
1962,000;72,442027;193,93753;118,80017;128,37965;138,39061;
1960,000;112,99022;155,6968;123,99684;140,65547;112,12732;
1958,000;83,225174;159,13962;133,9627;138,33588;119,27884;
1956,000;85,979389;186,32638;129,00966;159,38654;156,39675;
1954,000;99,953617;157,76099;152,49401;116,93944;147,88963;
1952,000;87,676074;156,40979;134,82331;127,67847;181,60107;
1950,000;94,975814;160,2362;109,74351;172,74544;152,09459;
1948,000;112,40166;167,89267;96,520786;177,60944;158,54977;
1946,000;100,81382;172,30185;120,73528;150,14798;137,57226;
1944,000;115,33562;187,73356;130,94014;201,78531;116,31151;
1942,000;113,46233;205,95732;160,51988;205,03487;127,07163;
1940,000;100,31113;195,83607;151,19482;175,89888;163,90211;
1938,000;97,227597;180,8847;151,31113;167,00565;138,06965;
1936,000;116,17623;214,02648;159,69223;151,17551;139,09643;
1934,000;101,37822;195,39704;156,532;174,97164;140,06089;
1932,000;104,5323;190,34228;139,29563;172,97677;159,71988;
1930,000;124,24219;172,14848;174,76556;184,06965;145,56527;
1928,000;131,15153;195,97141;160,76003;190,31025;153,6758;
1926,000;142,17081;196,91815;157,90383;194,87397;208,8099;
1924,000;115,06397;199,96632;149,32739;181,7899;185,69245;
1922,000;133,39961;186,70792;121,73655;180,16369;194,17758;
1920,000;136,70537;168,20075;182,57955;189,70067;212,6283;
1918,000;115,15474;169,6723;170,29668;163,34709;165,9162;
1916,000;127,27312;178,56737;181,81519;186,18657;205,01558;
1914,000;96,454932;223,72161;163,22334;201,49469;194,51833;
1912,000;127,0837;230,79546;120,58251;186,34579;179,50517;
1910,000;134,81885;208,38732;189,15808;177,42901;163,90657;
1908,000;142,10356;231,76801;184,74004;202,74158;172,91418;
1906,000;126,63764;202,37135;188,21406;176,16875;174,87005;
1904,000;162,27955;235,74814;162,97771;224,44049;185,10187;
1902,000;144,17951;212,95032;191,69708;214,18308;197,68193;
1900,000;155,08072;220,42793;194,05557;224,26819;212,31856;
1898,000;176,75023;221,99585;193,45469;269,44211;203,92887;
1896,000;140,7941;271,87431;153,29892;211,92974;214,66791;
1894,000;129,53644;206,45096;165,06343;227,2467;195,68823;
1892,000;183,56911;251,2079;181,42101;180,94002;195,13106;
1890,000;140,83902;221,26242;167,69931;241,60651;211,32426;
1888,000;133,28316;287,16261;211,5547;212,10263;186,59252;
1886,000;148,59778;237,93982;186,18129;230,21941;233,14179;
1884,000;139,03291;223,53026;183,40255;245,17038;233,08019;
1882,000;116,72584;252,22986;170,85202;240,58265;192,29263;
1880,000;133,6817;295,95401;241,17844;216,18571;237,23652;
1878,000;175,63728;225,2581;172,75348;240,45987;212,49334;
1876,000;149,01891;280,70025;221,85332;246,17806;197,96001;
1874,000;162,36099;252,82359;218,73321;279,11427;233,89935;
1872,000;159,07489;252,47399;209,2868;314,06095;194,75396;
1870,000;163,97818;255,54989;217,43077;225,72985;209,3003;
1868,000;107,31361;307,40627;196,01601;234,91838;265,70326;
1866,000;178,93536;263,71783;286,48608;255,83257;273,97998;
1864,000;151,96665;272,92371;241,1791;285,53804;245,22365;
1862,000;167,52417;270,61065;243,88193;213,66695;245,20738;
1860,000;155,16656;296,0494;196,40047;215,325;255,63282;
1858,000;159,26227;311,39395;218,39384;246,92697;250,35046;
1856,000;160,90161;309,12833;250,43799;271,60489;265,8901;
1854,000;147,96964;267,72189;229,84555;237,51777;225,24812;
1852,000;148,49007;310,44885;211,77912;306,73365;273,33939;
1850,000;151,11953;296,94063;229,54424;270,83578;230,20177;
1848,000;163,25821;274,66455;244,04363;325,28388;282,51727;
1846,000;178,61207;313,36983;254,89877;279,54644;234,48865;
1844,000;153,33247;323,014;231,45734;291,02693;218,17108;
1842,000;152,89223;287,39753;263,28838;319,10909;236,47758;
1840,000;184,4992;308,36524;294,96229;330,76825;219,59364;
1838,000;157,48725;310,51933;226,09772;303,81373;269,97252;
1836,000;178,1978;323,80287;255,17431;271,07365;278,66576;
1834,000;193,3713;321,11394;249,42421;307,25091;278,22555;
1832,000;178,93445;293,16919;257,79469;309,22691;281,01694;
1830,000;180,21756;334,9879;261,31806;348,43523;299,06396;
1828,000;187,21084;360,12613;279,67846;317,88194;280,96054;
1826,000;165,40998;346,11714;242,26344;324,33616;303,28784;
1824,000;168,0468;345,22104;236,91646;322,69358;301,00307;
1822,000;194,58143;342,11843;260,61832;315,77798;322,73121;
1820,000;154,18612;363,68455;269,22096;312,58641;267,18255;
1818,000;177,77875;306,23317;260,8309;316,20183;295,99806;
1816,000;192,56994;333,11186;281,88966;297,27687;266,11166;
1814,000;189,73923;376,21273;261,97788;315,0721;295,52396;
1812,000;196,91134;320,31059;269,32689;297,90114;327,76011;
1810,000;198,54984;342,94626;256,09195;326,62906;333,76096;
1808,000;192,27855;348,8796;269,84591;355,72431;320,2125;
1806,000;190,47651;322,08489;266,81696;288,75835;297,27219;
1804,000;202,1423;338,14608;288,98154;345,05846;289,49129;
1802,000;196,77086;346,39555;252,24378;359,47153;289,59049;
1800,000;169,4938;351,16548;262,024;334,49057;274,67026;
1798,000;236,44827;346,13549;267,55086;330,11523;276,19675;
1796,000;181,2959;353,34736;263,05474;343,34989;288,11111;
1794,000;194,78451;344,12932;272,31901;338,31085;306,46903;
1792,000;187,50152;309,97204;277,0599;341,3098;290,11883;
1790,000;203,24138;359,57194;248,41634;292,57498;277,95538;
1788,000;207,96969;357,66207;280,98653;332,89984;326,83406;
1786,000;218,39894;373,23156;292,01163;316,70894;264,13983;
1784,000;187,02139;334,22131;265,47608;327,22469;328,49052;
1782,000;202,85529;392,42256;310,00488;334,66558;327,64477;
1780,000;196,69005;362,58056;263,41465;341,24377;329,87811;
1778,000;179,98844;374,56413;314,99672;348,66468;356,60645;
1776,000;200,19377;411,05557;296,62233;368,44901;341,0757;
1774,000;196,11279;441,79752;316,92362;333,9913;352,6225;
1772,000;222,91544;402,22914;294,31615;367,19301;342,86877;
1770,000;202,31104;382,08998;295,79231;361,44064;315,91833;
1768,000;217,78565;386,4513;302,44992;355,44465;376,47549;
1766,000;196,09249;389,1868;301,97815;314,30443;351,64397;
1764,000;205,19306;388,69315;288,97224;343,18351;328,17014;
1762,000;208,9493;360,25153;296,52307;368,22667;381,1401;
1760,000;198,27896;392,72155;326,30973;375,28261;334,13452;
1758,000;232,49333;412,41847;317,53741;381,82948;377,64184;
1756,000;214,39881;408,80143;316,28324;387,6676;364,92813;
1754,000;215,83174;420,447;358,69221;410,21801;368,6101;
1752,000;228,43582;436,09039;333,48035;422,36638;398,13779;
1750,000;236,4179;407,43185;368,81677;425,21732;372,58815;
1748,000;229,79301;410,49226;391,80217;448,16195;408,42142;
1746,000;218,13569;449,82555;424,09555;468,32089;388,03275;
1744,000;223,44631;464,53104;447,40539;459,24099;456,64556;
1742,000;198,28021;523,02214;496,31201;533,84891;497,51719;
1740,000;200,32963;484,89385;541,06679;581,48044;504,94242;
1738,000;195,49261;580,07359;555,28003;584,34325;571,44125;
1736,000;222,82051;630,98657;548,59476;643,26025;629,26141;
1734,000;228,71257;770,86119;586,21503;692,66897;700,25194;
1732,000;230,58303;839,24568;638,68542;705,23361;799,81392;
1730,000;239,9355;1046,9544;665,0531;745,27563;865,59138;
1728,000;246,23036;1204,4146;704,27935;756,81522;911,50805;
1726,000;258,2432;1421,2773;745,51039;807,90451;1077,2007;
1724,000;237,33526;1632,3088;753,36119;825,36135;1185,8671;
1722,000;234,77923;1764,6112;759,97535;792,48125;1268,0971;
1720,000;231,98472;1915,6722;722,66663;806,234;1362,9038;
1718,000;225,5365;2004,8936;723,75329;804,82267;1368,9805;
1716,000;241,28536;1958,6597;657,54456;815,41097;1339,9387;
1714,000;235,42162;1828,423;678,72892;768,29103;1345,1541;
1712,000;241,02002;1754,3235;689,04451;786,55015;1287,7193;
1710,000;247,46789;1628,9551;689,94795;735,12491;1201,1166;
1708,000;233,45232;1542,8086;634,58519;709,63737;1127,6147;
1706,000;231,35386;1455,3091;634,73098;664,46108;1137,97;
1704,000;258,24978;1490,7613;554,22437;667,92825;1040,0711;
1702,000;250,03546;1382,606;616,67834;698,12148;1077,3629;
1700,000;260,21629;1295,2477;569,48547;639,89433;1001,9811;
1698,000;285,56054;1208,4705;568,67395;642,95184;918,33765;
1696,000;272,626;1126,0966;540,52083;639,71331;895,27613;
1694,000;293,88182;1081,5139;490,78598;600,28247;798,56099;
1692,000;263,80262;986,72406;536,70913;595,18738;809,64189;
1690,000;247,57302;902,12369;520,24764;623,47106;758,60802;
1688,000;270,43336;851,57178;494,28206;582,06281;696,43587;
1686,000;257,52395;843,66512;479,61598;612,92573;667,6177;
1684,000;250,06793;825,13075;482,05235;575,69309;660,04244;
1682,000;305,32401;813,79415;477,0911;587,15482;646,06313;
1680,000;266,92673;753,55581;492,58098;592,77208;640,22161;
1678,000;263,65775;765,65199;475,93084;561,67025;623,69542;
1676,000;290,79625;767,24415;471,79486;579,08881;635,71579;
1674,000;277,48702;772,9274;466,18484;533,83657;604,09641;
1672,000;297,09425;801,3021;511,41074;601,76403;638,398;
1670,000;282,60785;800,60733;497,59729;609,0825;648,3722;
1668,000;281,65327;826,20621;506,01263;587,86997;666,34062;
1666,000;292,67991;880,04639;495,57178;582,54323;691,90937;
1664,000;284,68746;908,37704;494,97826;576,81448;696,30127;
1662,000;260,4502;930,65602;488,5749;590,27482;733,03255;
1660,000;302,61032;988,89507;512,04006;626,7615;756,0269;
1658,000;294,92635;1029,9688;519,13546;611,02712;809,72977;
1656,000;276,5495;1106,8476;504,01227;603,35589;818,62223;
1654,000;291,84073;1162,359;534,94453;637,4293;902,77299;
1652,000;290,6592;1327,7867;520,11878;657,09611;975,26404;
1650,000;261,95289;1448,5962;543,67045;679,1179;1060,3114;
1648,000;293,72635;1776,9171;535,9875;687,35956;1193,2813;
1646,000;283,19146;2230,2917;558,01311;717,94287;1435,9311;
1644,000;298,60629;2928,7763;640,52153;749,6138;1772,477;
1642,000;292,21733;3818,9203;711,71893;829,09659;2249,5885;
1640,000;283,14143;4758,1851;774,7728;920,57294;2776,5588;
1638,000;311,58176;5514,3051;816,03628;956,58939;3174,4533;
1636,000;273,05795;6445,3926;805,99286;989,41311;3792,6878;
1634,000;309,39383;8829,176;859,40827;924,66021;5068,56;
1632,000;283,35857;12358,309;928,55253;1002,8346;6893,0235;
1630,000;284,03396;13219,299;956,09589;1044,349;7619,8532;
1628,000;290,26365;9425,7563;947,2478;1079,2127;5911,6314;
1626,000;293,65247;5772,893;952,79856;1128,1158;3827,724;
1624,000;292,43115;3973,5485;1005,4578;1131,8324;2741,6424;
1622,000;307,4197;3303,8945;1208,8478;1273,8292;2421,9828;
1620,000;286,99722;3267,3362;1384,6362;1418,5061;2438,0376;
1618,000;295,36466;3425,9724;1629,6065;1689,5645;2650,0735;
1616,000;288,84311;3436,0541;1947,6405;1984,7837;3021,1186;
1614,000;299,12533;3779,3439;2364,4727;2394,1517;3271,0148;
1612,000;303,58729;4179,1105;2773,2884;2791,1678;3757,7347;
1610,000;291,95043;4601,9808;3126,5122;3077,9339;4181,774;
1608,000;320,49652;4932,6049;3344,3733;3356,4519;4518,6967;
1606,000;296,67118;5329,9895;3488,9411;3471,2556;4804,0625;
