489.73465	4972
491.25925	5013
492.7825	5013
494.30634	4963
495.82886	4884
497.35104	4844
498.87277	4768
500.39325	4836
501.91336	4769
503.43307	4764
504.95239	4829
506.47046	4680
507.98813	4603
509.50543	4609
511.02237	4524
512.53802	4529
514.05322	4448
515.56818	4357
517.0827	4337
518.59589	4268
520.10876	4205
521.62122	4143
523.13239	4075
524.6441	4095
526.15454	4089
527.66461	4012
529.1734	4011
530.68274	3968
532.19073	4004
533.69751	4024
535.20483	3922
536.71082	3974
538.21649	3928
539.72174	3890
541.22571	3931
542.73029	3952
544.23352	4052
545.73639	4119
547.23798	4285
548.7392	4402
550.24005	4593
551.7406	4759
553.23981	4914
554.7395	4990
556.23798	4940
557.73523	5021
559.23297	4872
560.72943	4723
562.22546	4709
563.72125	4599
565.2157	4544
566.70978	4469
568.20349	4362
569.6969	4272
571.18896	4274
572.68066	4261
574.17206	4270
575.66302	4336
577.15277	4351
578.64209	4414
580.1311	4428
581.61975	4537
583.10712	4744
584.59412	4856
586.08075	5000
587.56702	5301
589.05206	5544
590.53668	5784
592.02094	6075
593.50482	6384
594.98755	6573
596.46979	6684
597.95178	6975
599.43335	6893
600.91364	7000
602.39355	6965
603.87323	6867
605.35156	6618
606.82947	6460
608.30798	6187
609.7843	5964
611.26123	5843
612.73688	5904
614.21216	6359
615.68701	7101
617.16071	7764
618.63495	8204
620.10785	8023
621.57953	7306
623.05176	6460
624.52271	5755
625.99335	5260
627.46362	5099
628.93262	5082
630.40131	5417
631.86957	5966
633.33752	6986
634.80414	8520
636.27142	9911
637.73651	11000
639.20215	11187
640.66736	10477
642.13141	9236
643.59503	7973
645.0575	7022
646.52045	6291
647.98218	5719
649.44354	5439
650.90363	5374
652.36426	5209
653.82367	5141
655.28271	5038
656.74054	5119
658.19891	5004
659.65601	5058
661.11279	5045
662.5683	4933
664.02344	5005
665.47827	5214
666.93268	5336
668.38684	5469
669.83972	5485
671.29224	5487
672.74438	5373
674.19629	5234
675.64685	5014
677.09711	4778
678.54694	4594
679.99561	4583
681.44391	4533
682.89191	4480
684.33954	4411
685.7868	4296
687.23279	4293
688.67847	4112
690.12384	4024
691.56793	3973
693.01166	3909
694.45508	3867
695.89813	3858
697.34003	3880
698.78235	3863
700.22345	3805
701.66339	3794
703.10382	3800
704.54309	3664
705.98193	3685
707.42047	3830
708.85779	3896
710.2948	4072
711.73138	4229
713.16766	3997
714.60278	3829
716.03741	3651
717.47186	3499
718.90582	3388
720.33868	3544
721.77112	3548
723.20325	3585
724.63501	3729
726.06555	3744
727.49579	3820
728.92566	3892
730.35431	4109
731.78351	4362
733.21149	4672
734.63916	4850
736.06549	4859
737.49249	4741
738.91827	4381
740.34277	4038
741.76782	3773
743.19165	3473
744.61517	3355
746.03839	3264
747.46118	3219
748.88281	3244
750.30408	3244
751.72498	3357
753.14471	3423
754.56415	3447
755.98322	3509
757.40192	3636
758.82031	3590
760.23749	3714
761.65436	3736
763.06995	3997
764.48615	4246
765.90112	4764
767.31573	5575
768.72998	6866
770.14313	8416
771.55585	9999
772.96826	10951
774.38031	10758
775.7912	9854
777.20178	8556
778.612	7260
780.02185	6063
781.43048	5237
782.83972	4649
784.24689	4197
785.65454	3878
787.06104	3640
788.46802	3645
789.87299	3601
791.27838	3730
792.68274	3812
794.08667	4011
795.4903	4305
796.89355	4677
798.29565	5045
799.69739	5557
801.09882	6199
802.49994	7012
803.89984	7854
805.29944	8727
806.69873	9456
808.09674	10072
809.49536	10792
810.89276	11200
812.28894	11720
813.68567	12324
815.08124	13080
816.47644	13651
817.87134	14202
819.26593	14623
820.6593	14550
822.05237	14146
823.44421	13928
824.83661	13108
826.22784	12712
827.61865	12136
829.00922	11683
830.39862	11284
831.78851	11078
833.17633	10839
834.56476	10700
835.95276	10573
837.33972	10246
838.72626	10008
840.11163	9614
841.49756	9180
842.88226	8788
844.26666	8610
845.65076	8281
847.03363	7847
848.41626	7566
849.79852	7316
851.18042	6926
852.56116	6609
853.94159	6468
855.32172	6259
856.70062	5968
858.08008	5893
859.45837	5733
860.83636	5574
862.21313	5494
863.59045	5466
864.96655	5363
866.34247	5377
867.7171	5445
869.09143	5451
870.46631	5451
871.83905	5550
873.21246	5579
874.58466	5697
875.95654	5868
877.32813	5874
878.69849	5982
880.06946	6153
881.43915	6289
882.80865	6334
884.17688	6319
885.5448	6293
886.91254	6430
888.27979	6387
889.64594	6208
891.01263	6126
892.37811	6001
893.74249	5997
895.10736	5823
896.47113	5747
897.83453	5725
899.19763	5737
900.55951	5709
901.92114	5717
903.28241	5576
904.64337	5759
906.00317	5691
907.36273	5728
908.72192	5868
910.08075	6003
911.43842	6196
912.79675	6377
914.15302	6355
915.50977	6456
916.86536	6367
918.2215	6368
919.57562	6091
920.9303	5809
922.28381	5792
923.63702	5622
924.98993	5741
926.34253	5675
927.69391	5672
929.04498	5870
930.39587	5851
931.74634	5931
933.09564	5927
934.44476	5855
935.79346	5911
937.14105	5909
938.48914	5788
939.83606	5616
941.18188	5465
942.52814	5331
943.87335	5121
945.21826	4911
946.56281	4854
947.90704	4689
949.25018	4516
950.5929	4418
951.93451	4346
953.27679	4221
954.6178	4112
955.9585	4055
957.29895	3904
958.63824	3749
959.97803	3726
961.31586	3565
962.65424	3526
963.99225	3349
965.3291	3236
966.66571	3277
968.00122	3260
969.33716	3144
970.672	3180
972.00659	3198
973.34082	3235
974.67383	3205
976.00671	3330
977.33917	3414
978.67133	3564
980.00238	3724
981.33307	4018
982.66364	4351
983.99371	4723
985.32263	5068
986.65137	5323
987.97974	5535
989.30707	5858
990.63483	6639
991.96143	8305
993.28784	11837
994.61298	17502
995.93878	23772
997.26337	28917
998.58679	30373
999.91089	28275
1001.2338	23784
1002.5563	18930
1003.8786	14432
1005.2006	10793
1006.5214	8537
1007.8419	7063
1009.1622	6207
1010.4813	5689
1011.8001	5549
1013.1187	5324
1014.4369	5378
1015.7548	5371
1017.0716	5398
1018.388	5529
1019.7034	5600
1021.0193	5736
1022.334	5692
1023.6485	5497
1024.9626	5611
1026.2758	5507
1027.5885	5926
1028.901	6195
1030.2131	6459
1031.5242	6753
1032.8357	6752
1034.1453	6428
1035.4554	6082
1036.7654	5557
1038.0741	4980
1039.3826	4575
1040.6898	4318
1041.9977	4136
1043.3044	4024
1044.6108	4002
1045.9161	3892
1047.2212	3990
1048.5267	3880
1049.8303	3863
1051.1344	3849
1052.4375	3815
1053.7402	3736
1055.0427	3663
1056.3448	3574
1057.6458	3522
1058.9465	3434
1060.2469	3342
1061.5471	3301
1062.8462	3279
1064.1449	3258
1065.4434	3264
1066.7407	3243
1068.0377	3194
1069.3345	3226
1070.631	3192
1071.9271	3199
1073.2222	3227
1074.517	3242
1075.8115	3270
1077.1049	3325
1078.3979	3351
1079.6908	3431
1080.9832	3542
1082.2755	3743
1083.5667	3836
1084.8574	3994
1086.1471	3988
1087.4373	3989
1088.7266	3915
1090.0154	3894
1091.304	3762
1092.5914	3851
1093.8785	3785
1095.1654	3878
1096.452	3943
1097.7374	4114
1099.0227	4314
1100.3076	4505
1101.5923	4894
1102.8759	5278
1104.1591	5795
1105.442	6436
1106.7246	7146
1108.0063	7925
1109.2876	8758
1110.5685	9483
1111.8492	9880
1113.1289	9958
1114.4082	9654
1115.6873	9325
1116.9652	8424
1118.2437	7752
1119.5211	6964
1120.7982	6307
1122.0742	5764
1123.35	5182
1124.6254	4708
1125.9005	4387
1127.1754	4220
1128.4492	4063
1129.7227	3990
1130.9958	3863
1132.2679	3780
1133.5408	3688
1134.8123	3657
1136.0826	3575
1137.3538	3493
1138.6235	3525
1139.8932	3529
1141.1626	3499
1142.4309	3630
1143.6987	3615
1144.9664	3785
1146.2339	3757
1147.5002	3901
1148.767	3997
1150.0328	4205
1151.2975	4549
1152.5627	4865
1153.8268	5260
1155.0907	5461
1156.3534	5350
1157.6168	5318
1158.8789	5016
1160.1407	4736
1161.4016	4444
1162.6631	4157
1163.9233	3979
1165.1832	3899
1166.4423	3817
1167.7017	3867
1168.9601	3857
1170.2181	3976
1171.4751	4180
1172.7327	4337
1173.9891	4812
1175.2452	5285
1176.5004	6040
1177.7552	6959
1179.0098	8075
1180.264	8828
1181.5181	9641
1182.771	10087
1184.0237	10247
1185.276	10140
1186.5273	9737
1187.7792	9193
1189.0299	8622
1190.2804	7975
1191.5298	7316
1192.7788	6895
1194.0277	6669
1195.2764	6715
1196.5238	7118
1197.7719	7726
1199.0188	8614
1200.2646	9658
1201.5111	10361
1202.7565	10653
1204.0015	10555
1205.2462	9926
1206.49	9216
1207.7334	8437
1208.9767	7596
1210.2195	6902
1211.4614	6431
1212.7037	6097
1213.9442	5965
1215.1853	5830
1216.4253	5752
1217.6658	5804
1218.9052	5854
1220.1434	5885
1221.3823	5941
1222.6202	6032
1223.8578	6168
1225.0942	6243
1226.3304	6349
1227.5671	6539
1228.8021	6431
1230.0375	6455
1231.2719	6428
1232.5059	6204
1233.7396	6186
1234.9733	5975
1236.2057	5893
1237.4379	5737
1238.6698	5713
1239.9015	5591
1241.1321	5489
1242.3624	5503
1243.5925	5396
1244.8215	5503
1246.0504	5405
1247.2788	5531
1248.5071	5552
1249.735	5534
1250.9619	5553
1252.1886	5531
