Raman shift [1/cm];SA-thermal-after-120C.sp;SB-thermal-after-120C.SP;SC-thermal-after-120C.sp;SD-thermal-after-120C.sp;SE-thermal-after-120C.sp;SF-thermal-after-120C.sp;SG-thermal-after-120C.sp;SH-thermal-after-120C.sp;SI-thermal-after-120C.sp;
2420,000;-1,3834429;-1,1713899;-0,82695089;-0,74670814;-0,49972685;-1,7279076;-1,4217682;-1,1457249;-0,87688412;
2418,000;-1,2743709;-1,1417756;-0,80460962;-1,2025409;-0,45987513;-1,6634537;-1,2970284;-1,4792511;-0,8697633;
2416,000;-1,2614503;-0,76591838;-0,50634782;-0,83669748;-0,51814541;-1,1291439;-1,3639064;-0,73742633;-0,93048065;
2414,000;-1,4734372;-0,71937398;-0,60938973;-0,88202713;-0,47210113;-1,7023947;-1,3725336;-0,95510364;-0,58000162;
2412,000;-1,3803301;-1,3442566;-0,8958511;-0,78193066;-0,64139702;-1,2435772;-1,2861563;-1,0856172;-0,95570729;
2410,000;-1,365316;-0,95609213;-0,29568054;-0,71521404;-0,56929413;-0,69114926;-1,2585267;-1,2753994;-0,75331112;
2408,000;-1,3171051;-1,0407831;-0,15467031;-0,8054554;-0,65599246;-0,87308414;-1,385499;-1,3226051;-0,78827839;
2406,000;-1,4273004;-0,77621952;-0,11499853;-0,79747236;-0,57288942;-1,8255327;-1,2804758;-1,1450102;-0,75366224;
2404,000;-1,3989946;-0,89055154;-0,50809864;-0,66001171;-0,70159334;-1,0301586;-1,1828914;-0,63397633;-0,88106006;
2402,000;-1,2866319;-1,116323;-0,88603544;-0,81242036;-0,79980748;-1,1548242;-1,2661673;-0,85417772;-0,79213642;
2400,000;-1,2940586;-1,2978293;-0,41058638;-0,70588022;-0,46072204;-1,3224538;-1,257086;-0,91702788;-0,84877691;
2398,000;-1,3109259;-1,1172877;-0,20756011;-0,73201343;-0,86440057;-1,8803514;-1,3004155;-1,8839316;-0,93960493;
2396,000;-1,4069531;-1,0867309;-0,76076365;-0,85284458;-0,59036236;-1,7175984;-1,1661634;-1,5282916;-1,1558849;
2394,000;-1,4168422;-1,3845121;-0,51750005;-0,77647362;-0,53528039;-1,3390215;-1,3235913;-1,5912783;-0,95358203;
2392,000;-1,3429226;-0,60919033;-0,52533167;-0,64021001;-0,58751;-0,46745909;-1,3620027;-1,2320849;-1,0208399;
2390,000;-1,3013106;-1,1396108;-0,3675826;-0,93458376;-0,64447543;-0,98508684;-1,2758817;-1,1381728;-0,81772153;
2388,000;-1,2857137;-1,0539663;-1,0778872;-1,0389488;-0,51268879;-1,5776854;-1,3117698;-1,695923;-0,74683005;
2386,000;-1,3444996;-1,3513286;-0,80774708;-1,2656508;-0,47621444;-1,8887761;-1,3241939;-1,5257369;-1,0892211;
2384,000;-1,4213813;-1,0810798;-0,40763155;-1,3486997;-0,5381442;-1,2564624;-1,3484543;-1,1047031;-0,81898836;
2382,000;-1,350463;-1,2159642;-0,73836111;-0,76339731;-0,59679032;-1,8538165;-1,3679846;-1,2916743;-0,87118642;
2380,000;-1,3773201;-0,95387035;-0,79642023;-0,531764;-0,77948324;-2,3471952;-1,3235894;-1,2582211;-0,9768425;
2378,000;-1,3807943;-0,92623434;-0,42541986;-0,8475129;-0,71119291;-1,2842947;-1,2495388;-1,257226;-0,95447882;
2376,000;-1,2966233;-1,3781239;-0,87048805;-0,89873542;-0,68641035;-1,1013354;-1,3037268;-0,78613323;-0,82104241;
2374,000;-1,3172246;-1,1389658;-0,30410699;-0,56085041;-0,69365303;-1,406962;-1,3603261;-1,3113978;-0,76465747;
2372,000;-1,4137587;-1,1860637;-0,77456771;-0,30870456;-0,68109552;-1,5511315;-1,3727135;-0,68841602;-0,85780703;
2370,000;-1,33676;-0,75103127;-0,28226711;-0,84603835;-0,63415046;-1,414542;-1,3005471;-0,7093554;-0,78718213;
2368,000;-1,3515548;-1,0383393;-0,74690941;-1,0275747;-0,6934022;-1,2634461;-1,3038046;-1,5767297;-0,78057226;
2366,000;-1,2553062;-0,80426249;-0,52995536;-1,0417534;-0,68222229;-1,517317;-1,2682506;-1,0431748;-1,0234609;
2364,000;-1,3306943;-0,592359;-0,582965;-0,91486764;-0,55820849;-2,0506467;-1,2630427;-0,57167132;-0,80980428;
2362,000;-1,2334831;-1,4110526;-0,44374972;-0,63389896;-0,46535496;-1,495916;-1,2943889;-0,87846617;-0,83942709;
2360,000;-1,3785989;-0,88582725;-0,38287043;-0,85656544;-0,41330349;-1,7020638;-1,2684565;-1,053564;-0,78388765;
2358,000;-1,488668;-1,1208529;-0,98093607;-1,1458479;-0,74017868;-2,3279958;-1,359669;-1,9471231;-0,97640584;
2356,000;-1,4042105;-1,2502725;-0,59112547;-1,0172669;-0,75250925;-1,5021486;-1,3566165;-1,4131166;-0,99512366;
2354,000;-1,2977845;-1,0982349;-0,70793459;-1,1006147;-0,83521123;-1,1765995;-1,3381586;-1,4666981;-0,95272216;
2352,000;-1,2741006;-0,79950739;-0,85716977;-0,65131457;-0,76369422;-1,3128803;-1,2735081;-0,69065541;-1,1703901;
2350,000;-1,2872499;-0,85357947;-0,97992795;-1,2813071;-0,70704596;-1,0027394;-1,3389624;-1,2965083;-0,8996947;
2348,000;-1,4750885;-1,1126578;-1,0491679;-0,76305079;-0,84444303;-0,98356221;-1,3672596;-1,4546026;-1,0694064;
2346,000;-1,3008552;-0,83979883;-0,76783178;-0,64855397;-0,90737548;-1,6787696;-1,3603918;-0,76575389;-1,0041425;
2344,000;-1,2966264;-0,90560978;-1,3672822;-0,67561029;-0,55792848;-1,8520897;-1,2305893;-1,2606735;-1,0544171;
2342,000;-1,3913443;-1,145471;-1,1981719;-0,83620733;-0,82610623;-2,1533582;-1,3713931;-1,4942982;-1,0968202;
2340,000;-1,4584962;-1,0179935;-0,93407159;-1,1324764;-0,60566185;-2,0832851;-1,3503744;-0,67698468;-1,0217855;
2338,000;-1,3980331;-1,0184005;-0,72098231;-1,1368202;-0,82605098;-1,7835774;-1,3076014;-0,75922446;-1,0294713;
2336,000;-1,3758845;-1,0396598;-0,78715465;-0,86215683;-0,71342326;-1,6420174;-1,3361456;-1,4091756;-0,87306638;
2334,000;-1,3881127;-0,90077481;-0,6607088;-1,2217677;-0,97685859;-0,99930487;-1,3315414;-0,91795794;-1,0244093;
2332,000;-1,3496737;-0,78400774;-0,74024374;-0,89963399;-1,0566484;-0,86990966;-1,3983616;-1,2605028;-0,7761791;
2330,000;-1,3653088;-1,0299695;-0,94969932;-0,69280598;-0,84192396;-0,95449397;-1,3348879;-1,3038975;-0,8421067;
2328,000;-1,3704995;-0,91273611;-0,45004375;-1,2216221;-0,91759744;-1,9625327;-1,3999794;-1,6480345;-0,74342178;
2326,000;-1,2179483;-1,0036951;-0,82663553;-0,96676573;-0,84614803;-1,0426239;-1,3735159;-0,90247544;-0,96093367;
2324,000;-1,2919738;-0,94920812;-0,88000749;-0,93501624;-0,79485926;-1,8129204;-1,3718613;-1,0972014;-0,99936687;
2322,000;-1,4893799;-0,97177324;-0,794225;-1,0211281;-0,74766253;-2,2470922;-1,3787691;-1,1780157;-0,99656846;
2320,000;-1,289801;-1,3234331;-0,60611032;-1,0980079;-0,92602469;-1,4583762;-1,3416742;-0,84730741;-0,94153678;
2318,000;-1,2587132;-1,0163499;-1,1550861;-1,1193781;-0,764155;-1,496931;-1,4441603;-1,3029454;-0,95660095;
2316,000;-1,3835474;-0,99614584;-0,79897627;-1,1589862;-0,62346415;-1,5320163;-1,4089024;-0,83009432;-1,0225535;
2314,000;-1,4849857;-0,95530971;-1,1265202;-0,73306981;-0,92841452;-1,6850221;-1,3394041;-1,0754771;-1,013487;
2312,000;-1,3947041;-1,4190253;-1,1078213;-0,98077943;-0,72729269;-0,73329672;-1,4370477;-1,2171201;-1,210616;
2310,000;-1,4593617;-1,1491828;-1,0765648;-1,3097304;-0,65434831;-0,80935203;-1,4287532;-1,2349891;-0,86111915;
2308,000;-1,3470283;-0,96423778;-1,2075439;-1,2887182;-0,60742028;-2,1762918;-1,399316;-1,8624947;-0,89710199;
2306,000;-1,4576877;-1,1127565;-1,1301452;-1,1795712;-0,79421599;-2,2853424;-1,3586736;-0,9321012;-1,0230977;
2304,000;-1,3406847;-1,3788429;-1,0080998;-1,1041138;-0,90551673;-1,9034448;-1,4357235;-1,3709257;-1,0587283;
2302,000;-1,3320813;-1,457696;-0,57092716;-1,216008;-0,70043774;-1,1920726;-1,2954196;-1,8256493;-1,0004898;
2300,000;-1,3352863;-1,1249281;-0,95445914;-0,70737324;-1,0647409;-2,1169269;-1,3899846;-1,4290042;-1,0456351;
2298,000;-1,3348125;-1,1584028;-1,3753062;-1,1575373;-0,65278205;-1,7838778;-1,3587724;-1,6982015;-1,0272934;
2296,000;-1,4142843;-0,88090252;-1,1360486;-0,99237061;-0,88667726;-1,1700989;-1,3663457;-0,85146231;-0,85223042;
2294,000;-1,3324401;-1,3225655;-0,78240379;-1,6444691;-0,52659293;-1,4848816;-1,3868237;-1,4085998;-1,1909342;
2292,000;-1,2601995;-1,1105162;-1,0017585;-1,3371497;-0,99957169;-2,3738692;-1,3842395;-0,84582858;-0,97145657;
2290,000;-1,3901324;-1,2356092;-1,1867617;-1,1904715;-0,74482296;-1,4850483;-1,3794673;-1,0803451;-1,1198423;
2288,000;-1,4464286;-1,0356112;-0,90223716;-1,3468372;-0,95446337;-0,69418817;-1,3881883;-1,2001191;-0,95203799;
2286,000;-1,4018644;-1,3544109;-1,0272545;-1,1735315;-0,85471542;-1,4822271;-1,4174925;-0,88138473;-0,88710037;
2284,000;-1,3216207;-1,0054388;-1,1794449;-1,2087741;-0,77069175;-1,6417709;-1,3540808;-1,6286015;-1,0920223;
2282,000;-1,4920951;-1,2716332;-1,0261393;-0,87377451;-0,96398938;-1,3257927;-1,356706;-1,2346224;-0,88915876;
2280,000;-1,5135707;-1,2025369;-0,90713267;-1,5465595;-0,70929327;-1,6692597;-1,3514335;-1,0592138;-1,0728636;
2278,000;-1,6035224;-1,3216466;-0,61423834;-1,7629178;-0,936055;-2,4594188;-1,3967135;-1,1769033;-0,89073056;
2276,000;-1,4395531;-1,4122153;-1,1923352;-1,3367818;-0,7946668;-1,2702919;-1,3395203;-1,0987594;-0,93033558;
2274,000;-1,4658485;-1,4104637;-0,85116441;-1,2740121;-0,96347447;-1,313817;-1,4158317;-1,3793639;-0,98194546;
2272,000;-1,3498809;-1,1419252;-0,68385933;-1,3973063;-0,75257384;-2,9366284;-1,3630504;-0,881447;-0,98761586;
2270,000;-1,4977016;-1,1969026;-0,89246479;-1,3834526;-0,95060061;-1,9521962;-1,379335;-0,74547375;-0,97141986;
2268,000;-1,3703212;-1,1827242;-0,82924483;-1,2030464;-0,89645214;-1,823215;-1,3803411;-1,4338808;-1,0739407;
2266,000;-1,3437057;-1,1714127;-1,0836086;-1,1748004;-1,0034872;-1,6380984;-1,3959161;-1,4147636;-0,99783786;
2264,000;-1,3666026;-0,9501433;-1,0862774;-0,92839466;-0,76788597;-1,8736261;-1,3912725;-0,92906344;-1,0913221;
2262,000;-1,3584091;-1,5427497;-1,0005568;-1,1073343;-0,92595257;-1,7819278;-1,3861734;-0,65719753;-1,0377506;
2260,000;-1,3057363;-1,094216;-1,1155627;-1,0674837;-0,83511291;-1,2757856;-1,3842216;-1,1602563;-0,92731592;
2258,000;-1,4370885;-1,2696277;-1,2033004;-1,3885882;-0,85089402;-1,9438887;-1,4262143;-1,0383303;-1,0692506;
2256,000;-1,4658182;-0,95148778;-0,97753147;-1,1189126;-0,857627;-1,6306731;-1,3730821;-0,99013044;-0,92667604;
2254,000;-1,3494918;-1,0438683;-0,85887688;-1,3770668;-0,93601205;-1,6222258;-1,358623;-1,2145731;-1,0786056;
2252,000;-1,3516233;-1,3260427;-1,0033445;-1,3425611;-0,91526599;-1,3210927;-1,3309466;-1,1078985;-1,1218052;
2250,000;-1,4473155;-1,3470534;-0,97160719;-1,4050692;-0,60240679;-1,8212951;-1,3804507;-1,4875577;-1,1798953;
2248,000;-1,3951098;-1,2579241;-1,0990969;-1,354886;-1,143128;-1,744037;-1,3971453;-1,4316503;-0,95421655;
2246,000;-1,3522583;-1,2527377;-1,2366756;-1,1089601;-0,83382578;-1,4716377;-1,3243598;-1,4926561;-1,1348595;
2244,000;-1,3066827;-1,1015503;-1,0319475;-1,2825623;-0,96611901;-1,6774486;-1,327586;-1,344188;-1,1825014;
2242,000;-1,3668601;-1,141285;-0,88559901;-1,4008355;-1,0077289;-1,5730094;-1,3765981;-1,3813832;-0,92089934;
2240,000;-1,312245;-1,0230167;-0,67278768;-1,027304;-0,81554369;-1,6555903;-1,3269392;-1,028429;-0,98479405;
2238,000;-1,3387495;-1,3583785;-0,98799263;-1,0103287;-0,79291968;-1,1240293;-1,3161581;-1,4430747;-0,98334924;
2236,000;-1,4458429;-1,2604531;-0,97055285;-1,1646727;-0,98043314;-1,9007122;-1,3346611;-1,1806612;-1,0094555;
2234,000;-1,4102477;-1,0902549;-0,78242459;-1,2541712;-1,0579363;-1,673592;-1,334273;-1,2668778;-1,0465183;
2232,000;-1,36757;-1,0626095;-1,29256;-0,95042613;-0,94431;-1,6464825;-1,3711201;-1,3012208;-0,98118054;
2230,000;-1,424956;-1,0708834;-0,90835588;-0,9943225;-0,94031808;-2,0015219;-1,3521073;-1,3159489;-0,89896109;
2228,000;-1,316256;-1,2078598;-0,86034803;-1,1732091;-0,94952207;-1,5747013;-1,332336;-1,563348;-1,0108002;
2226,000;-1,3633022;-1,0499913;-0,83307872;-1,1251892;-1,052155;-1,9056192;-1,3173548;-1,3848956;-1,068544;
2224,000;-1,3460391;-1,0915426;-0,80471614;-0,96097089;-0,78130499;-2,060619;-1,3517009;-1,2656737;-0,90449324;
2222,000;-1,3696301;-0,98189106;-0,79013635;-1,0617103;-0,9270033;-1,426632;-1,3039852;-1,3526887;-1,0227261;
2220,000;-1,3450835;-1,0469681;-1,1189345;-1,1551064;-0,95765411;-1,5984607;-1,3268107;-1,0472221;-1,1043994;
2218,000;-1,3689889;-1,4933123;-1,1433097;-0,77129138;-0,98320743;-1,8628803;-1,3329506;-1,0908409;-0,99009643;
2216,000;-1,3590976;-1,1915164;-0,9417552;-1,027838;-0,80423701;-1,3987983;-1,3725144;-1,3880756;-1,1078645;
2214,000;-1,3663484;-1,2567159;-1,0972077;-1,0628259;-0,89925316;-1,1357321;-1,3502234;-1,4872899;-1,0327361;
2212,000;-1,4303922;-1,1987715;-1,1579469;-1,2032569;-1,0419791;-1,7730148;-1,2626409;-1,5408716;-0,93163245;
2210,000;-1,4055757;-1,1166645;-1,0562172;-1,2618167;-1,0031667;-2,0699439;-1,3375732;-1,2313546;-1,0365836;
2208,000;-1,3821172;-1,0364137;-1,0849572;-0,92617969;-1,0392524;-1,6169068;-1,3284448;-1,5220795;-0,99812919;
2206,000;-1,3160588;-1,1517445;-0,91091322;-1,0979475;-0,80210254;-1,4696957;-1,2831838;-0,76448857;-1,026864;
2204,000;-1,4005855;-1,1229339;-1,1014343;-1,1789639;-0,83617086;-1,8012426;-1,2883305;-1,2693063;-1,0688598;
2202,000;-1,3361058;-1,4002015;-1,0858496;-1,0277895;-0,81880917;-1,4529053;-1,3775362;-1,0726361;-1,0655239;
2200,000;-1,4072504;-1,239191;-0,91507799;-1,0752101;-0,83600242;-1,4573564;-1,3695672;-1,2418745;-0,85139963;
2198,000;-1,2911491;-1,1669204;-1,1329551;-1,5551754;-0,80773597;-1,6922557;-1,3659659;-1,1747376;-0,98601192;
2196,000;-1,3113187;-1,2649317;-0,86352882;-1,1074106;-1,0050606;-1,6340931;-1,3003555;-1,2378767;-0,92202631;
2194,000;-1,3090281;-1,2069186;-1,0589996;-1,1097479;-0,86940873;-1,8504466;-1,3322877;-1,3053328;-1,0557882;
2192,000;-1,2790777;-1,2813247;-1,1886278;-1,1478058;-0,83497902;-1,8291616;-1,299975;-1,0816404;-1,1215203;
2190,000;-1,3296737;-1,1888738;-1,0329761;-0,94605361;-1,0170617;-1,3244916;-1,3537281;-1,099926;-1,2204872;
2188,000;-1,3819244;-1,4759003;-0,80221836;-1,4263293;-1,0921972;-1,3297499;-1,3802805;-1,2119941;-0,98056946;
2186,000;-1,3289171;-1,368568;-0,96544145;-1,1929748;-0,85432771;-1,7023924;-1,3277149;-1,3390115;-1,09064;
2184,000;-1,4087127;-1,3545788;-1,0190121;-1,0476521;-1,0438922;-1,2984243;-1,2926638;-1,0019729;-0,97418266;
2182,000;-1,3513817;-1,2951815;-1,1604132;-1,2135826;-0,88192969;-1,7922445;-1,2932391;-1,2344023;-0,94798813;
2180,000;-1,3576442;-1,1528813;-1,2580511;-1,1338068;-0,93284682;-1,8555302;-1,3462858;-1,2273743;-1,0269763;
2178,000;-1,3287483;-1,0367023;-1,2042541;-1,1091642;-0,8677405;-1,6878497;-1,3529772;-1,1808705;-1,0825105;
2176,000;-1,4008151;-1,2648123;-1,5029898;-1,1825514;-0,90727378;-1,4639719;-1,3763032;-1,3891019;-1,0987363;
2174,000;-1,3778405;-1,3325599;-1,2629266;-1,1353174;-0,97069291;-1,8256816;-1,4122381;-1,319056;-0,97106885;
2172,000;-1,4389572;-1,1031829;-1,4492604;-0,92281707;-0,82969539;-1,5135734;-1,3587092;-1,2069806;-0,9714382;
2170,000;-1,465175;-1,1129349;-0,81048953;-1,2475487;-0,9147269;-1,9179967;-1,3477838;-1,4251836;-1,0964628;
2168,000;-1,4725137;-0,99151331;-1,0746578;-1,5265443;-0,97698471;-1,621782;-1,3704404;-1,2023298;-1,1606234;
2166,000;-1,2516378;-1,2373166;-1,5596577;-1,3118787;-0,91238261;-1,7257472;-1,3426241;-1,3261477;-0,95830745;
2164,000;-1,4214916;-1,1138409;-1,093976;-1,2324866;-0,93592891;-1,5554215;-1,3649618;-1,2826915;-1,2483487;
2162,000;-1,418045;-1,138846;-1,0729524;-1,0263008;-0,92649047;-1,4449058;-1,3082062;-1,4436882;-0,98975821;
2160,000;-1,4242457;-1,4368131;-1,1707062;-1,2602068;-0,85370546;-1,4390405;-1,3826669;-1,209505;-1,0876101;
2158,000;-1,418498;-1,1839591;-1,0557967;-1,0959587;-0,92074632;-1,5775688;-1,3979937;-1,0429719;-1,1251673;
2156,000;-1,2443585;-0,8927665;-0,92824545;-1,0934909;-0,8014722;-1,7157652;-1,343996;-0,8124381;-0,90714038;
2154,000;-1,3357829;-1,2109146;-1,426336;-1,1256344;-1,0117841;-1,4090854;-1,3487882;-1,3313433;-0,95141409;
2152,000;-1,3678725;-1,1168371;-1,1416938;-1,4278293;-0,85392016;-1,6161152;-1,3645336;-1,0923403;-1,1450303;
2150,000;-1,3364888;-1,1283609;-0,83454765;-1,1823573;-0,90608873;-1,7141035;-1,320137;-1,326982;-0,96839083;
2148,000;-1,3833642;-1,1691197;-1,1207935;-1,2996995;-0,89984032;-1,6854271;-1,4022907;-1,1113504;-1,0521282;
2146,000;-1,3815009;-1,2301932;-1,0454111;-1,4333596;-1,0271619;-1,5082254;-1,3346297;-1,2328049;-1,0462574;
2144,000;-1,3821783;-1,2239851;-1,2408492;-1,20517;-1,0146195;-1,3330047;-1,3748445;-1,1201389;-1,088107;
2142,000;-1,3694232;-1,0891784;-1,1044243;-1,1037351;-1,0102866;-1,3889033;-1,3680821;-1,1583163;-0,89943748;
2140,000;-1,407646;-1,1406291;-1,2602207;-1,1761636;-1,0599858;-1,6517418;-1,3627092;-1,0584204;-1,0048214;
2138,000;-1,3484584;-1,278354;-1,1977754;-1,2950042;-1,0760159;-1,602543;-1,2999983;-1,0802202;-0,98809016;
2136,000;-1,3022171;-1,1004763;-1,2766571;-1,1289976;-0,91528613;-1,3695595;-1,2867411;-1,3119636;-0,99846269;
2134,000;-1,3457933;-0,90499204;-1,2472091;-1,2587691;-0,93937105;-1,8395432;-1,3394735;-1,1501933;-0,86308409;
2132,000;-1,3543172;-1,1388983;-1,0814985;-1,4066389;-0,79187797;-1,6724939;-1,3577735;-1,2964634;-1,0617055;
2130,000;-1,3630486;-1,3047148;-0,98486839;-1,0734614;-0,98237019;-1,5436358;-1,3614713;-1,1396289;-0,87145327;
2128,000;-1,4252347;-1,3270453;-1,0500931;-1,2476005;-0,95004886;-1,2532694;-1,3396531;-1,4279703;-1,0319914;
2126,000;-1,3406567;-1,2181468;-1,0421722;-1,0632362;-0,96518879;-1,7299088;-1,3200149;-1,4908503;-1,0039849;
2124,000;-1,3087102;-1,2082404;-1,3266241;-1,2581614;-0,8782959;-1,6671709;-1,3466698;-1,3970528;-0,94335341;
2122,000;-1,3856822;-1,1731787;-1,1541046;-1,1534418;-0,95694473;-1,625787;-1,3155491;-1,1520817;-1,0714286;
2120,000;-1,3731623;-1,1477709;-0,98141788;-1,1639993;-0,90710999;-1,7674573;-1,2665274;-1,0684197;-1,049048;
2118,000;-1,3053205;-1,0511777;-1,2011391;-1,00376;-0,9702162;-1,6027729;-1,2451882;-1,389249;-1,0318965;
2116,000;-1,2970225;-1,1465505;-0,90950782;-1,2245042;-0,96081794;-1,2322959;-1,2857249;-1,3366443;-1,0117702;
2114,000;-1,3053245;-0,9132966;-1,1642882;-1,340464;-0,92116614;-1,6896213;-1,230501;-1,2283979;-1,0044989;
2112,000;-1,2973983;-0,92739751;-1,0341861;-0,94262517;-0,93989399;-1,6678405;-1,2034109;-1,2256216;-1,0035565;
2110,000;-1,3124776;-1,1263949;-1,0729959;-1,1698754;-1,0301698;-1,5225761;-1,1735484;-1,1063734;-0,84240576;
2108,000;-1,2151039;-1,0312422;-1,1893628;-0,89472905;-0,9614425;-1,7228127;-1,2195439;-1,2549216;-0,93863968;
2106,000;-1,2392956;-1,0214905;-0,87054163;-0,90917675;-0,78419428;-1,2937082;-1,1720709;-1,1463071;-0,97429901;
2104,000;-1,2207683;-1,0220515;-1,0402903;-0,87833361;-0,78781666;-1,2965484;-1,1753788;-1,2527564;-0,98522272;
2102,000;-1,1836217;-1,0437077;-0,98145266;-1,118806;-1,0141883;-1,4056233;-1,1605442;-1,0840759;-0,84025119;
2100,000;-1,171662;-1,2499312;-0,73103407;-1,0000832;-0,91613626;-1,456561;-1,1565769;-1,0987847;-0,94483347;
2098,000;-1,1706783;-1,0494421;-0,91541884;-1,0629393;-0,91672378;-1,4070813;-1,1064626;-1,2330798;-0,8641402;
2096,000;-1,1239955;-1,0012344;-1,0659315;-1,0180405;-0,91235226;-1,5100916;-1,1144287;-1,1945776;-0,9429456;
2094,000;-1,1521146;-0,93708876;-0,95501874;-1,1742447;-0,95408721;-1,6537491;-1,0978063;-1,0761249;-0,87165615;
2092,000;-1,0440342;-1,0050487;-0,63149402;-1,1141189;-0,75320682;-1,2606386;-1,034781;-0,87546123;-0,93818607;
2090,000;-1,0751751;-0,8476942;-0,68802238;-0,79982237;-0,82930344;-1,5369587;-1,0022518;-0,83141292;-0,87752276;
2088,000;-1,0217673;-0,99584665;-0,71755972;-1,1528635;-0,85823422;-1,5851916;-1,008617;-1,0580118;-0,86788957;
2086,000;-1,1009058;-0,80953453;-0,88719457;-0,96890137;-0,78734114;-1,1029068;-0,95236692;-0,9479271;-0,87556445;
2084,000;-0,95052988;-1,0821053;-0,93766861;-0,97726995;-0,7181129;-1,107222;-0,97445898;-1,0814325;-0,85122398;
2082,000;-0,96855473;-0,90720608;-0,56401778;-1,0546278;-0,79419805;-1,2275909;-0,9389997;-0,8648553;-0,76861778;
2080,000;-0,97743015;-0,96948756;-0,97556594;-0,90988226;-0,68767892;-1,4301679;-0,91348276;-0,89322348;-0,76389052;
2078,000;-0,93622528;-1,0390432;-0,77475458;-0,82446384;-0,87680123;-0,8976802;-0,90430113;-0,88070092;-0,8459748;
2076,000;-0,87506355;-0,90628428;-0,69484908;-0,85185619;-0,83415752;-1,0649804;-0,89748157;-0,83053049;-0,89545572;
2074,000;-0,93386979;-0,89108534;-0,68080637;-0,90272791;-0,68219137;-0,74531011;-0,92842744;-0,86466496;-0,79651325;
2072,000;-0,82533995;-0,7158618;-0,77062357;-0,80159291;-0,77547568;-1,3309468;-0,8762243;-1,1917951;-0,76432471;
2070,000;-0,756046;-0,85485458;-0,80885271;-0,93145659;-0,61590632;-1,0847004;-0,84222471;-0,68631675;-0,73442988;
2068,000;-0,816749;-0,56362861;-0,90580046;-0,83206804;-0,62611507;-1,0633221;-0,79285226;-1,2599605;-0,78719511;
2066,000;-0,80816391;-0,84239411;-0,81727828;-0,83915587;-0,56624714;-1,0204733;-0,78721287;-0,65179643;-0,6994872;
2064,000;-0,7063487;-0,52265785;-0,5957183;-0,65120966;-0,52997381;-0,71406775;-0,71402166;-0,78573463;-0,78611621;
2062,000;-0,77060743;-0,87449495;-0,80469576;-0,63010427;-0,58123922;-0,71562704;-0,77644338;-0,99839253;-0,69836247;
2060,000;-0,73221135;-0,91605655;-0,85709441;-0,58534887;-0,57720484;-0,79001511;-0,66201829;-0,83653601;-0,64067444;
2058,000;-0,7102604;-0,5590547;-0,73292805;-0,5864576;-0,58680833;-0,67046763;-0,64445996;-0,76217841;-0,71304416;
2056,000;-0,59320026;-0,50016623;-0,69090695;-0,67437357;-0,54064411;-1,2009521;-0,6238212;-0,13501472;-0,73995826;
2054,000;-0,63645631;-0,54284908;-0,52637642;-0,72350922;-0,58680589;-0,87767161;-0,56985547;-0,79218653;-0,60627247;
2052,000;-0,58838254;-0,73295018;-0,46592984;-0,53742332;-0,56023034;-0,71307933;-0,57720859;-0,71715564;-0,54986136;
2050,000;-0,5279785;-0,52411917;-0,65953277;-0,50829739;-0,52760373;-1,0706808;-0,60044791;-0,89947544;-0,43580862;
2048,000;-0,59806759;-0,6009611;-0,54416902;-0,79849771;-0,60662765;-0,66379149;-0,55421854;-0,67493594;-0,28871973;
2046,000;-0,57383965;-0,53564263;-0,38383622;-0,80786676;-0,39496096;-0,65163011;-0,54176464;-0,77302284;-0,59020161;
2044,000;-0,44042797;-0,76618582;-0,50695572;-0,58987904;-0,49492495;-0,59005324;-0,50175883;-0,94657521;-0,64024749;
2042,000;-0,49031196;-0,58224535;-0,81020353;-0,56943468;-0,57483714;-0,92521766;-0,47022895;-0,370374;-0,5564304;
2040,000;-0,42153941;-0,58058546;-0,45302628;-0,55893329;-0,37314856;-0,69143697;-0,41611851;-0,75483503;-0,68201046;
2038,000;-0,39029655;-0,41009236;-0,5710941;-0,42430011;-0,43260304;-0,66228595;-0,40714586;-0,45143506;-0,50399341;
2036,000;-0,37751329;-0,53109149;-0,36009206;-0,59550564;-0,48270114;-0,33150604;-0,41903344;-0,7948162;-0,46838127;
2034,000;-0,36128037;-0,32030586;-0,42586139;-0,50624385;-0,46211405;-0,45657603;-0,4044018;-0,45884302;-0,60529795;
2032,000;-0,41092039;-0,52884301;-0,37206153;-0,55898053;-0,24342574;-0,45781557;-0,39429076;-0,35771554;-0,49856472;
2030,000;-0,42438324;-0,39677544;-0,45552005;-0,4686722;-0,33152611;-0,72810116;-0,35091986;-0,32273871;-0,58416643;
2028,000;-0,32931963;-0,46694872;-0,50004409;-0,55216942;-0,37043303;-0,35697491;-0,34019896;-0,46751919;-0,48716645;
2026,000;-0,35820438;-0,17835935;-0,60760651;-0,50591777;-0,41585621;-0,62859655;-0,37726835;-0,30135226;-0,41859661;
2024,000;-0,33857147;-0,39965658;-0,51151034;-0,69772902;-0,22401751;-0,55702125;-0,35642967;-0,44812692;-0,43125019;
2022,000;-0,2916501;-0,57832956;-0,5102829;-0,54215735;-0,43187783;-0,88576178;-0,32339801;-0,84419785;-0,496727;
2020,000;-0,2708825;-0,230671;-0,51862235;-0,33120294;-0,34037859;-0,23021034;-0,27467234;-0,64256997;-0,57743806;
2018,000;-0,31136888;-0,041801051;-0,29942209;-0,25874348;-0,40127916;-0,23208116;-0,26922705;-0,89930685;-0,4355604;
