Raman shift [1/cm];SA-thermal-after-120C.sp;SB-thermal-after-120C.SP;SC-thermal-after-120C.sp;SD-thermal-after-120C.sp;SE-thermal-after-120C.sp;SF-thermal-after-120C.sp;SG-thermal-after-120C.sp;SH-thermal-after-120C.sp;SI-thermal-after-120C.sp;
2830,000;-1,7437518;0,10083871;1,0953544;1,1849439;1,5994586;-0,44585279;-1,3887056;0,50874813;-0,24922429;
2828,000;-1,7984308;-1,0112642;1,0436496;0,63626892;0,68125288;-0,42709808;-1,7707908;-0,13316093;-0,17849006;
2826,000;-1,6039808;0,7458838;0,74829274;2,234917;1,2990964;-0,93653119;-1,7715086;-0,85730793;-0,021100675;
2824,000;-1,5593099;0,28412223;1,296251;0,76574323;0,67816411;-0,74331328;-1,6048559;0,29574377;0,032096167;
2822,000;-1,6828348;-0,21808116;0,74954151;-0,26528855;0,48488366;-0,4588565;-1,5430968;-0,30526322;0,252514;
2820,000;-1,4382014;-0,70316772;0,7472966;-0,32290643;0,98469492;0,49507834;-1,722394;-0,47303178;-0,094181966;
2818,000;-1,633055;-1,0424365;1,2865411;-0,3350536;0,66289239;1,8285015;-1,8954239;-0,12885326;0,034397929;
2816,000;-1,7198938;-0,68536561;-0,52197768;-0,06952052;0,92063569;-1,3419372;-1,8390924;-0,87439975;0,13603176;
2814,000;-1,6385419;-0,13268122;1,3237101;1,0215823;0,59948591;-1,5931637;-1,960125;-0,95000717;-0,36119701;
2812,000;-1,6960373;-0,98247723;0,53440284;0,97386045;0,26442133;-0,059538864;-1,5374562;-0,50434819;-0,31589957;
2810,000;-1,6815229;-0,91104162;0,33208072;-0,60760086;0,51130602;-0,83633061;-1,8342321;-1,0492029;-0,2423724;
2808,000;-1,8836933;-0,54230655;0,82866917;-0,48918632;0,21256259;0,062901062;-1,6098627;0,058347546;-0,48629238;
2806,000;-1,9044825;-0,093661079;-0,12089962;-0,072867287;0,86474604;-2,4156397;-1,7049029;-0,98014864;-0,6395218;
2804,000;-1,7558179;-0,64530187;-0,27454895;-0,87993002;0,69825888;-1,2164158;-1,9134498;-1,256563;-0,1965018;
2802,000;-1,7494144;-0,93833405;0,7558114;0,43273017;0,2899222;-1,7458317;-1,7482544;0,44721634;-0,47556211;
2800,000;-1,7865489;-0,52404278;0,50676404;-0,34390686;0,73124282;-0,32014906;-1,9347308;-1,1556599;-0,66168609;
2798,000;-1,6494367;-0,36486697;1,2502867;0,12988054;-0,4054056;-1,245699;-1,8170809;0,35045016;-0,47130243;
2796,000;-1,7385573;-0,030242193;0,90408328;-0,57453405;0,2729836;-2,1760918;-1,7706422;-0,32922221;-0,45463112;
2794,000;-1,6980335;0,032781371;1,4552782;0,27671773;0,037933429;0,22394286;-1,802169;-0,39729659;-0,7367405;
2792,000;-1,8116302;-0,44083488;0,18735374;-0,24560746;0,37117704;-1,5011001;-1,7374571;-0,90916785;-0,047045364;
2790,000;-1,7725659;-0,22415733;0,38973187;0,45812605;1,1800811;-1,5718806;-1,9202643;-0,96053065;-0,38151776;
2788,000;-1,860636;-0,15934688;-0,38860722;-1,2839679;0,55203507;-1,7315763;-1,7520488;-0,10917973;0,062269144;
2786,000;-1,7030422;-0,17319129;1,2502109;-0,007043786;0,79569883;-1,3237041;-1,7813911;0,00031050253;-0,60566994;
2784,000;-1,7214605;-0,38109545;0,32036972;1,0949407;0,91023539;-1,1167962;-1,7614826;-0,56472325;-0,21132055;
2782,000;-1,5564691;-0,59578611;0,6372446;-0,080203651;0,60148319;-1,4209085;-1,8420691;-0,60362935;-0,12459312;
2780,000;-1,6872014;-1,5017481;1,8242187;0,11650434;0,1225292;-0,25238454;-1,9054099;-1,1860032;-0,21831819;
2778,000;-1,7022553;-0,97704231;1,2415774;0,012921321;-0,092067087;-0,72840711;-1,8309398;-1,0681613;-0,4616269;
2776,000;-1,7378427;0,052157743;0,038781375;1,2932972;-0,037812632;-0,75858714;-1,8274663;-1,0995461;-0,15209179;
2774,000;-1,9215361;-0,9212477;0,48520127;0,54082389;0,75145493;-1,5679012;-1,7978804;-0,40312993;-0,040860373;
2772,000;-1,764008;-1,4248214;1,5616638;0,58017021;0,81593434;-2,3847658;-1,6265791;-0,58923233;-0,26422285;
2770,000;-1,5268208;-0,27544755;1,1513206;-0,14499742;0,414379;-1,9218783;-1,7758553;-0,9513482;-0,07061065;
2768,000;-1,7586767;0,005059076;1,3917682;2,1037614;1,2688287;-1,364552;-1,6004154;-1,3366933;-0,081113942;
2766,000;-1,9015829;-0,5364049;1,2845269;0,66813095;0,84831614;-0,78017523;-1,8273203;-0,70447539;-0,17018733;
2764,000;-1,7014908;-0,15026516;1,1991772;1,2971485;0,89851214;-0,0065111555;-1,7705837;-0,6907586;-0,017697036;
2762,000;-1,5527942;-1,1536261;0,98260462;0,99516159;0,9190646;-1,1532582;-1,62529;-2,2024105;0,18603523;
2760,000;-1,6624261;-1,1484539;0,87293927;1,283953;1,5187453;-1,6130187;-1,7875896;-0,65465045;-0,41877542;
2758,000;-1,762285;-1,3163264;0,15206114;0,74957259;0,42826938;-1,8736499;-1,9306663;-1,0474868;0,027698001;
2756,000;-1,7903937;-1,1213332;1,8026781;1,0429766;1,3099855;-1,4703546;-1,8301191;-0,4818083;-0,21434375;
2754,000;-1,8819346;-0,54009146;0,46667872;1,2540821;0,77098859;-1,7103787;-1,7183369;0,10996533;0,20125255;
2752,000;-1,7637113;-1,0136695;2,0399005;0,00045379167;0,23123421;-1,0600153;-1,7440546;-0,65650913;-0,19864999;
2750,000;-1,6730012;-0,44155306;0,33253877;0,8975762;0,68430724;-0,72126246;-1,8258939;-1,7713916;-0,06401893;
2748,000;-1,5427057;-0,23647905;0,95938861;0,31339889;0,84223953;-1,1992896;-1,6402071;-1,5384098;-0,17185793;
2746,000;-1,6202156;-0,89168045;-0,18630837;-0,1291142;0,77563108;-0,29534312;-1,692102;-1,3915272;-0,36193859;
2744,000;-1,7273647;-1,0354267;-0,095435151;-0,096622058;0,13766093;-2,4366523;-1,6819128;-1,1396839;-0,21339583;
2742,000;-1,8674681;-0,7701296;0,64191158;0,5579364;0,39821102;-2,8308676;-1,7728539;-1,7590065;-0,25246442;
2740,000;-1,5760932;-0,35332658;1,3989208;-0,077671467;-0,031465925;-0,44234648;-1,729987;-0,68526482;0,12541051;
2738,000;-1,6472477;-0,75587188;0,70860285;-0,015420223;0,70818818;-1,1542043;-1,7822417;-1,5202837;0,19199712;
2736,000;-1,7781424;-1,2287635;1,7564014;0,69753871;1,0910806;-1,805059;-1,7912761;-0,24455292;-0,43853601;
2734,000;-1,7557502;-0,66383049;1,3246362;-0,36975898;0,84374952;-2,3451183;-1,7055894;-0,055488543;-0,061478766;
2732,000;-1,6368232;-1,0534956;-0,56039452;1,5175462;0,60459711;-0,46300925;-1,6029752;-0,55912703;-0,4454072;
2730,000;-1,8553496;-1,2381774;-0,13631882;-0,55900487;0,29619683;-0,55401254;-1,7788282;-0,33975123;0,072622006;
2728,000;-1,737737;0,14973344;-0,075100902;-0,1830585;0,50217186;-1,0577533;-1,8976879;-0,42338041;-0,31654325;
2726,000;-2,0321669;-0,78108309;0,41010188;-0,82637436;0,34538442;-0,33411183;-1,6330709;-0,41476363;-0,093260395;
2724,000;-1,7658742;-1,3765622;0,37478116;0,86468556;0,47511038;-2,2808816;-1,6090728;-0,33936102;-0,64547758;
2722,000;-1,7478534;-0,55907313;0,12102937;0,38700316;0,42010078;-0,3069942;-1,6352577;0,44212061;-0,42976348;
2720,000;-1,6470888;-0,742299;1,5055142;0,92893272;0,45259143;-0,096047126;-1,6678255;-0,61732337;-0,23534822;
2718,000;-1,5848839;-0,86805258;0,66383378;0,44077047;0,42405452;-0,73508031;-1,5403456;-0,62155072;-0,42280798;
2716,000;-1,466411;-0,47381048;0,76359342;0,21569837;0,20955994;0,39300627;-1,6321065;-0,8580982;-0,14844576;
2714,000;-1,822343;-1,4913428;0,91377931;0,71436438;0,77962862;-0,43405639;-1,5192931;-0,55953802;-0,371059;
2712,000;-1,7428116;-1,7681581;0,73328988;-0,53563405;0,97861238;0,093933878;-1,7131583;-0,28593119;-0,18202954;
2710,000;-1,8033019;-0,96895214;0,51365982;-0,053880668;0,59729965;-0,28625949;-1,7003445;-1,5706789;-0,14385691;
2708,000;-1,6363696;-1,0556423;0,70939871;-0,036864093;0,47582145;-0,19888169;-1,689935;-1,2330085;-0,1427907;
2706,000;-1,5166716;-0,68578564;-0,4674327;-0,13422613;0,15484799;-0,6969732;-1,4979675;-0,12501123;-0,43240584;
2704,000;-1,6608565;-0,45391408;-0,66931264;-0,87287986;0,10212278;-1,6612747;-1,6279799;-2,2487619;-0,72788702;
2702,000;-1,6186256;-0,76380325;0,078252024;0,0035797629;0,048341324;-1,0236532;-1,6801852;-1,0185332;-0,58232906;
2700,000;-1,7865919;-0,44799134;0,2154293;-0,16192675;-0,017900044;-1,678256;-1,6789749;-1,0399644;-1,163865;
2698,000;-1,758524;-0,44858892;0,48743059;-0,74561701;-0,083147268;-2,3729058;-1,64501;-1,7075704;-0,63661391;
2696,000;-1,7448357;-0,43399921;-0,17581418;0,16438505;-0,062392992;-1,5886967;-1,5524847;-0,38051081;-0,49514311;
2694,000;-1,77241;-0,94760094;-0,16494861;-0,98038583;-0,5362365;0,55421321;-1,5792002;-1,5833425;-0,36693429;
2692,000;-1,6577894;-0,45074518;0,58617128;-0,50288871;-0,29815272;-0,38237247;-1,6594141;-2,2864732;-0,30738018;
2690,000;-1,691021;-0,48437941;0,22336276;-1,0118426;-0,35147524;-0,64773768;-1,6879486;-1,0650382;-0,65385383;
2688,000;-1,7582763;-0,79668878;-0,12063452;-0,11824909;-0,26179326;-0,85482488;-1,6388411;-1,1684603;-0,21034501;
2686,000;-1,7590762;-1,6720774;-0,26073752;-0,0082530274;-0,3464169;-0,99410463;-1,6912121;0,30450803;-0,89360914;
2684,000;-1,6417806;-0,9799183;-0,71442705;-0,0027429945;-0,39056347;0,17219031;-1,7495142;0,56331036;-0,43068845;
2682,000;-1,7039457;-1,5691953;-0,63519978;-0,44531744;0,10331125;-0,71833059;-1,6473188;0,21785347;-0,77330762;
2680,000;-1,7594136;-0,88769716;-0,52899336;-0,85679915;-0,46458706;-1,1121596;-1,7515477;-0,9813829;-0,67447586;
2678,000;-1,5830489;-0,50038588;-0,35957728;-0,58334367;-0,098507952;-1,0434846;-1,586943;-0,81456872;-0,80508395;
2676,000;-1,6708127;-0,99592104;-0,64880184;-0,41815561;-0,36427251;-1,4207168;-1,5815217;0,25727349;-0,78407289;
2674,000;-1,8178828;-1,0933676;-0,18572939;-0,30538241;-0,64108087;-1,2924955;-1,6517968;-1,0693164;-0,42782267;
2672,000;-1,4660588;-1,1566631;0,19310668;0,19730132;0,57944164;-0,8002413;-1,6853584;-1,2778306;-0,58684062;
2670,000;-1,750019;-0,46286981;-0,74406897;-0,74900363;-0,4748354;-1,9271655;-1,7024932;-1,1635193;-0,40621844;
2668,000;-1,727872;-1,1399592;-0,010755708;-0,27209923;-0,10832968;-2,0059211;-1,7182263;-0,97511762;-0,79936427;
2666,000;-1,6477546;-1,354007;-0,2410873;-0,63378133;-0,62256041;-1,8140298;-1,6256828;-0,13019801;-0,55091808;
2664,000;-1,6538292;-0,96526121;0,023715358;-0,87573513;-0,72672036;-1,3410581;-1,5778345;-0,35289118;-1,0252664;
2662,000;-1,6864099;-1,6464744;-0,24467403;-0,47113295;-0,1003999;-1,2637433;-1,6320319;-0,72042372;-1,0204908;
2660,000;-1,594892;-1,0549631;-0,66431885;-0,15766656;-0,30090788;-2,2433001;-1,5789737;-0,88203073;-0,60081327;
2658,000;-1,7397318;-0,78333069;-0,32390891;-0,6909182;-0,32620884;-1,1873724;-1,7070339;-1,2703979;-0,76872678;
2656,000;-1,579387;-0,52438324;-0,54592006;0,12963959;-0,80091715;-2,4811386;-1,6441918;-1,5161247;-0,71948382;
2654,000;-1,7077666;-1,4650802;-0,15611499;-1,2222916;-0,31925525;-2,3689602;-1,5873533;-1,4779105;-0,63797356;
2652,000;-1,6868872;-0,73952466;-0,0014686272;-0,507645;-0,30949519;-1,5146967;-1,6500901;-1,7726699;-0,63203934;
2650,000;-1,6638978;-1,1643213;0,10052276;-0,40828403;-0,25045926;-1,4651296;-1,7083297;-2,0939833;-1,0394153;
2648,000;-1,719876;-1,1836869;-0,16443798;-0,75120533;-0,38714493;-1,7309652;-1,6794901;-0,62331436;-0,73424937;
2646,000;-1,6999625;-1,1442426;-0,16646528;-0,54156312;-0,44038995;-1,6724435;-1,6645189;-1,4218;-0,74307295;
2644,000;-1,7033986;-0,96644169;-0,7118298;-1,29835;-0,81362092;-1,4292614;-1,6695822;-1,2782436;-0,5936934;
2642,000;-1,6193935;-0,96540259;-0,45002223;0,013038404;-0,62566834;-1,3723376;-1,6347955;-1,066097;-0,98314327;
2640,000;-1,6727632;-1,5120133;-0,66930219;-0,90185979;-0,33716277;-1,3158755;-1,702898;-1,0248236;-0,72573358;
2638,000;-1,688537;-1,232977;-0,35076059;-0,45648371;-0,086453674;-0,76386356;-1,7002311;-1,5567443;-0,83648244;
2636,000;-1,666004;-1,0051316;-0,13286918;-0,97510439;-0,30358858;-1,7623508;-1,6536247;-0,68641789;-0,64634095;
2634,000;-1,6675266;-0,87363141;0,36937935;-1,1091442;-0,59025869;-2,2179686;-1,6050884;-1,3582888;-0,8797948;
2632,000;-1,7003681;-1,4722161;-0,45736317;-0,16827616;-0,25980198;-1,3866606;-1,6583216;-1,159277;-0,81453442;
2630,000;-1,6888365;-1,169244;0,18151086;-0,42617792;-0,30901601;-2,0683739;-1,6026227;-0,81491094;-0,64985473;
2628,000;-1,7587834;-1,4355651;-0,22698207;-0,88005045;-0,036605702;-3,1741848;-1,6402661;-0,93931674;-0,62791928;
2626,000;-1,6921394;-1,0476396;-0,0079541214;-0,65089557;-0,1587825;-1,8153267;-1,6471437;-0,72025828;-0,75791297;
2624,000;-1,6794137;-1,0734327;-0,40085847;-0,13824008;-0,1451103;-1,6182902;-1,5725955;-1,4410216;-0,76630929;
2622,000;-1,6710106;-1,1675197;-0,11234119;-0,77334018;-0,35292471;-1,3208041;-1,6507755;-1,4336141;-0,7542292;
2620,000;-1,4969867;-0,98846387;-0,2543083;0,14393921;0,038073583;-1,0039372;-1,6937201;-0,95979274;-0,67471567;
2618,000;-1,5534097;-0,64546785;0,085772173;-0,14606413;-0,33511861;-2,2951726;-1,5675081;-0,39123537;-0,76342021;
2616,000;-1,7084796;-0,98342354;0,022172623;-0,63353758;-0,45096127;-1,9912782;-1,6668828;-1,5273462;-0,57362675;
2614,000;-1,722542;-0,88060333;0,27187963;0,097034887;-0,25920281;-1,9299956;-1,6388799;-0,46403832;-0,90330598;
2612,000;-1,6501614;-1,0436046;-0,19476534;-0,33529816;-0,00084612657;-2,3901973;-1,5844666;-1,5825914;-0,54397913;
2610,000;-1,6987876;-0,7546802;0,090879123;0,093976163;0,040849284;-1,0018102;-1,5466272;-0,32840201;-0,83885721;
2608,000;-1,7495807;-0,80843678;-0,098296087;0,098534494;0,038712501;-1,7283778;-1,6895037;-1,0614633;-0,69771107;
2606,000;-1,6660574;-1,1597089;-0,051818316;0,058124146;-0,21069029;-1,7946329;-1,5048726;-0,5432221;-0,76874092;
2604,000;-1,7108822;-1,0853346;0,46192213;-0,26377176;-0,34898811;-1,5923248;-1,6160134;-0,18800142;-0,9147295;
2602,000;-1,7004399;-0,59798504;0,10744858;-0,16083092;-0,11613694;-1,6171312;-1,6082563;-1,2761945;-0,5383982;
2600,000;-1,8046425;-0,67996276;-0,22109727;-0,13778922;-0,033956093;-2,0036095;-1,6060716;-1,4787237;-0,46353041;
2598,000;-1,5235578;-1,2294384;0,10469024;-0,44709303;0,01344422;-1,4436447;-1,6202373;-1,113811;-0,60170521;
2596,000;-1,6460587;-1,2439541;0,23875867;-0,41699818;-0,41281199;-0,83018384;-1,7028629;-0,70963862;-0,65608825;
2594,000;-1,6046992;-1,1596944;0,34455216;-0,59638778;0,059500806;-1,484624;-1,6668519;-0,79209698;-0,68813116;
2592,000;-1,6296694;-0,62418118;0,13234208;-0,073688289;-0,0073201952;-1,8378112;-1,6921424;-0,52835484;-0,83316387;
2590,000;-1,5915512;-1,0702032;-0,0525936;0,2834599;0,061740716;-1,5746997;-1,5835952;-0,75795056;-0,69347788;
2588,000;-1,6817842;-1,2460257;0,080996749;0,096619765;-0,09429759;-2,2295292;-1,6535463;-1,0959758;-0,37880983;
2586,000;-1,5807067;-0,54038401;0,16469846;0,28838351;-0,15783896;-0,88708847;-1,5896959;-1,189138;-0,59791068;
2584,000;-1,5842975;-0,51938843;-0,032352023;-0,55971941;-0,092684206;-1,5627163;-1,5332117;-1,4042959;-0,67502533;
2582,000;-1,6345363;-0,66510768;-0,10709733;-0,10661871;0,10808309;-1,5428198;-1,5431464;-1,2081132;-0,45693652;
2580,000;-1,5928455;-1,0231253;-0,10038223;-0,017738987;0,1041337;-1,6895745;-1,4391997;-1,1853261;-0,5549857;
2578,000;-1,6370428;-0,44515732;-0,45626794;-0,046002502;-0,15169343;-1,227744;-1,6213638;-0,94775334;-0,50689492;
2576,000;-1,4842109;-0,38057236;-0,023699252;-0,19850607;0,14303324;-0,74347772;-1,5588902;-1,3809987;-0,5572332;
2574,000;-1,681911;-0,48974275;0,03433945;-0,16388203;-0,33427674;-1,8777832;-1,5095832;-0,88349023;-0,38822573;
2572,000;-1,520985;-1,0799158;-0,36884157;0,38745599;0,022481009;-1,1132172;-1,5076787;-1,6546736;-0,76778251;
2570,000;-1,5143179;-1,2579366;0,36410805;-0,5976146;-0,10513659;-0,54325323;-1,6592209;-1,3687493;-0,67290058;
2568,000;-1,6358713;-0,6682734;-0,061646443;0,18275179;-0,20669555;-0,5739004;-1,4857569;-0,73406686;-0,78295721;
2566,000;-1,5449555;-1,1022095;0,027470245;-0,48906881;0,19665552;-2,120817;-1,5038082;0,028449264;-0,48555775;
2564,000;-1,5347582;-1,0063952;-0,2542554;-0,18337592;0,11886246;-1,3703391;-1,546595;-1,0644415;-0,48465525;
2562,000;-1,6069233;-0,93781788;-0,71790038;-0,75553463;-0,26208008;-1,9083315;-1,5263497;-0,39901611;-0,61475665;
2560,000;-1,6565987;-0,83279388;-0,21877309;-0,25484038;-0,11248045;-0,83613557;-1,460362;-0,41584091;-0,69259353;
2558,000;-1,6319975;-0,94367232;-0,18196223;-0,55539191;-0,33504597;-0,88695508;-1,5786305;-0,62553684;-0,67567533;
2556,000;-1,6473249;-0,61052639;-0,1574804;-0,33769159;-0,46668646;-1,5173101;-1,5041746;-0,84258044;-0,6883325;
2554,000;-1,5379797;-1,0905989;-0,48573374;-0,63818014;-0,41693571;0,6163056;-1,5820499;-1,6542438;-0,95352696;
2552,000;-1,5305302;-0,64879316;-0,11878804;-0,36016488;-0,44902133;-1,6883735;-1,5634651;-0,94299699;-0,48270112;
2550,000;-1,5881926;-0,78647933;-0,59324191;-0,42125271;0,0524753;-1,1127364;-1,52818;-0,90907814;-0,73781727;
2548,000;-1,6210061;-0,70166964;0,017043016;-0,24677792;-0,44771003;-1,3383951;-1,5361115;-0,42754513;-0,68483072;
2546,000;-1,391246;-0,75842176;-0,16135614;-0,34935149;-0,46980981;-2,1511026;-1,5261428;-0,97876725;-0,66514591;
2544,000;-1,4808282;-0,80357697;-0,50050232;-0,11084815;-0,39688033;-1,2316895;-1,5520615;-0,69961563;-0,45014951;
2542,000;-1,5393316;-0,90678449;0,065232866;-0,49191392;-0,36853871;-1,1820727;-1,4613761;-1,0959076;-0,65802063;
2540,000;-1,5866779;-0,80023055;-0,097689371;-0,26196221;-0,29637653;-1,1891004;-1,5167812;-0,21862682;-0,74776658;
2538,000;-1,452498;-0,86244671;0,029106856;-0,15664455;-0,17852439;-0,82016939;-1,4393369;-0,9503138;-0,86325648;
2536,000;-1,5119693;-1,0233865;-0,20493831;-0,56821028;-0,31144007;-0,92741087;-1,4889962;-0,74003868;-0,85074507;
2534,000;-1,6022724;-1,1560537;-0,26245994;-0,58324634;-0,1441389;-1,4133153;-1,4971098;-0,73281764;-0,70134427;
2532,000;-1,5558668;-0,91738124;-0,58504845;-0,30318223;-0,20831247;-1,0752119;-1,5251567;-0,97444244;-0,84658182;
2530,000;-1,4901296;-0,72858828;0,54930926;-0,18946798;-0,35321158;-0,6723439;-1,5218834;-0,9840319;-0,58160061;
2528,000;-1,4661209;-1,0235075;-0,1710002;-0,14000676;-0,13851851;-1,5845787;-1,4139609;-1,2502952;-0,55688337;
2526,000;-1,5267235;-0,86329481;-0,16305739;-0,14310044;-0,27768395;-1,4497499;-1,4487087;-0,75576023;-0,84319509;
2524,000;-1,5141022;-0,78544637;-0,4394979;-0,17341122;-0,3003476;-1,4271446;-1,4536113;-0,41651607;-0,93749375;
2522,000;-1,5417411;-0,84268561;-0,11282004;-0,43116009;-0,37870504;-1,6665522;-1,5266483;-1,417343;-0,42678272;
2520,000;-1,4432854;-1,2188968;-0,31246089;-0,43552176;-0,57878445;-1,1046509;-1,5331878;-1,0683541;-0,61608662;
2518,000;-1,3967868;-1,0436815;-0,077601329;-0,5221426;-0,48909224;-1,4731483;-1,3738632;-1,1871366;-0,73112903;
2516,000;-1,4691135;-1,0050134;0,30944163;-0,67913327;-0,22646739;-1,1366359;-1,4253747;-1,0197264;-0,93482608;
2514,000;-1,5062532;-0,77619493;-0,73885277;-0,4212849;-0,45829892;-0,65900957;-1,4242048;-1,2096458;-0,92454116;
2512,000;-1,5019905;-1,4094267;-0,3103714;-0,68096578;-0,55385037;-0,85269259;-1,4237953;-1,1632162;-0,89483332;
2510,000;-1,533999;-0,92146946;-0,19685737;0,019367863;-0,44648885;-1,641839;-1,4786551;-1,3429673;-0,6343311;
2508,000;-1,3865284;-0,66675473;-0,70077084;-0,47459243;-0,41616954;-1,2324032;-1,3470017;-0,48304607;-0,58481175;
2506,000;-1,5372241;-0,87356422;-0,26964262;-0,40079544;-0,35346037;-0,99515373;-1,3770193;-1,5137609;-0,70421249;
2504,000;-1,4309867;-0,82488818;-0,077071853;-0,67018521;-0,11271798;-1,3803316;-1,3382719;-0,72967663;-0,93193287;
2502,000;-1,4334416;-0,54354805;-0,085102959;-0,62435426;-0,41928604;-1,0670887;-1,37926;-0,96890259;-0,72299787;
2500,000;-1,4502721;-0,99377373;0,032397644;-0,3868549;-0,48421102;-1,1326296;-1,3270086;-0,55477722;-0,53123656;
2498,000;-1,4165302;-1,1088617;-0,26877578;-0,33979026;-0,75632439;-0,039435921;-1,3619133;-1,2222277;-0,73186699;
2496,000;-1,28622;-0,70985337;-0,21735987;-0,50195831;-0,59651076;-0,78942385;-1,3283588;-1,1353295;-0,80566229;
2494,000;-1,3862295;-0,92156858;0,020028794;-0,35664902;-0,47665454;-0,93648643;-1,3950005;-1,2533565;-0,61179289;
2492,000;-1,3399696;-0,96221599;-0,27906928;-0,050060666;-0,48880223;-1,2518509;-1,3709424;-1,0304027;-0,77422258;
2490,000;-1,3928319;-0,88970207;-0,23923805;-0,072322697;-0,46690209;-1,4402997;-1,4219309;-0,78657587;-0,7505333;
2488,000;-1,3392481;-1,0134392;-0,45530271;-0,34872385;-0,49960229;-1,3437078;-1,3698284;-0,99648215;-0,80637224;
2486,000;-1,4312621;-0,87083589;-0,99084643;-0,66201438;-0,33487752;-1,3675029;-1,3985855;-1,1360197;-0,75748217;
2484,000;-1,4604669;-1,2653957;-0,26240901;-0,63275303;-0,27274694;-0,7887852;-1,3829682;-0,96439389;-0,83951321;
2482,000;-1,3875516;-1,1166406;-0,47157864;-0,19269685;-0,4512883;-0,92399048;-1,444543;-1,2436074;-0,47814272;
2480,000;-1,3900134;-1,0935401;0,15660442;-0,21625772;-0,1003751;-1,2785565;-1,3438247;-0,88446621;-0,88597818;
2478,000;-1,3083693;-0,81678603;-0,32977931;-0,21117118;-0,35200202;-1,1192726;-1,3290363;-1,3236835;-0,61556668;
2476,000;-1,3542102;-0,9369017;-0,30100908;0,044869874;-0,46404811;-0,94386215;-1,3093303;-1,3765667;-0,67444113;
2474,000;-1,3345147;-0,72557712;-0,10121793;-0,00075842477;-0,19104173;-1,3617994;-1,3183145;-1,0081289;-0,75121114;
2472,000;-1,405922;-0,77227326;-0,061045455;-0,63049849;-0,30005419;-1,3247661;-1,3866064;-0,68839623;-0,564961;
2470,000;-1,3464099;-0,81461807;-0,36178406;-0,84316669;-0,29893326;-1,5383556;-1,4085472;-1,1463568;-0,71149004;
2468,000;-1,332562;-1,15684;-0,24541517;-1,2723654;-0,23192006;-1,854993;-1,3506002;-0,77650483;-0,64273281;
2466,000;-1,3955525;-1,2059534;-0,21987416;-0,31995967;-0,39667004;-1,6986056;-1,3737331;-1,2351887;-0,81496095;
2464,000;-1,3672888;-1,0802605;-0,05226267;-0,13694662;-0,46979318;-0,86662266;-1,4052221;-0,46134995;-0,6845784;
2462,000;-1,4886333;-1,1098129;-0,23327129;-0,21808235;-0,36371833;-1,1691501;-1,3186117;-0,68614172;-0,62246907;
2460,000;-1,420167;-1,2640875;-0,39756669;-0,76672467;-0,21197527;-1,7775846;-1,3506736;-0,91106058;-0,78417475;
2458,000;-1,4126728;-0,72615939;-0,48817286;-0,51665849;-0,65738478;-1,7815158;-1,3820268;-0,9242222;-0,66873112;
2456,000;-1,4332215;-0,80111207;-0,42882915;-0,45970128;-0,34480017;-1,6126838;-1,2987166;-0,583297;-0,76181568;
2454,000;-1,2948384;-0,63888281;-0,19772881;-0,93133701;-0,47541428;-1,2583767;-1,3764805;-0,37994775;-0,8355587;
2452,000;-1,3742038;-0,78318125;-0,20897381;-0,71401062;-0,20693505;-0,24631243;-1,406754;-1,1792736;-0,64177368;
2450,000;-1,3653286;-0,80263755;-0,28772093;-0,7333988;-0,4537172;-0,90518531;-1,3407353;-1,2905582;-0,66824163;
2448,000;-1,3244968;-1,1320668;-0,36470439;-0,22060902;-0,57267977;-1,1697233;-1,4071609;-1,0904871;-0,67053613;
2446,000;-1,448301;-0,75753505;-0,63253457;-0,67232113;-0,46709345;-0,98822529;-1,4275676;-1,5999055;-0,66829243;
2444,000;-1,3666693;-0,8056375;-0,4308649;-0,52060664;-0,33499071;-0,86034835;-1,3774773;-1,6536183;-0,97364693;
2442,000;-1,4310856;-0,94896818;-0,14174768;-0,1962685;-0,48134276;-1,3529451;-1,3287972;-0,63124386;-0,5813811;
2440,000;-1,3433432;-0,85392899;-0,39573043;-0,61023374;-0,67709222;-1,0159747;-1,3704285;-1,1028195;-0,83623855;
2438,000;-1,3815389;-0,7021298;-0,40513492;-0,57168375;-0,52822588;-1,9916424;-1,3038586;-0,42237629;-0,94321981;
2436,000;-1,5008304;-0,9150496;-0,62384756;-0,42013559;-0,81336029;-0,75757216;-1,3231408;-1,2205638;-0,74133136;
2434,000;-1,4400926;-0,87479961;-0,63289635;-0,62595463;-0,55229785;-1,546929;-1,3175647;-1,2242355;-0,919146;
2432,000;-1,3508767;-0,80660373;-0,78044487;-0,6778152;-0,51571327;-2,1190076;-1,394744;-1,1824618;-0,94788227;
2430,000;-1,3442674;-0,84484979;-0,70918237;-0,71401765;-0,43874247;-1,6202011;-1,4245293;-0,89000647;-0,95587046;
2428,000;-1,4286528;-1,0668502;-0,40088354;-0,92169582;-0,69737561;-1,4176196;-1,3719311;-1,1116547;-0,69171408;
2426,000;-1,5200842;-0,96461346;-0,71134319;-1,0005156;-0,53630928;-1,5854248;-1,4095801;-0,84845184;-0,86380956;
2424,000;-1,3269378;-0,87873385;-0,55836693;-1,2438009;-0,48161591;-1,2208305;-1,3507381;-1,0634467;-1,0500922;
2422,000;-1,2976787;-0,67264207;-0,86955775;-0,57554594;-0,93750601;-1,4036074;-1,3823982;-1,3797651;-0,70649195;
